"<h4>Body Text and Closing Text Example</h4>

<div>We have noticed that you have not yet paid invoice {{sales_invoice}} for {{frappe.db.get_value(""Currency"", currency, ""symbol"")}} {{outstanding_amount}}. This is a friendly reminder that the invoice was due on {{due_date}}. Please pay the amount due immediately to avoid any further dunning cost.</div>

<h4>How to get fieldnames</h4>

<p>The fieldnames you can use in your template are the fields in the document. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Sales Invoice)</p>

<h4>Templating</h4>

<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>","<h4>正文和结尾文本示例</h4>

<div>我们注意到您尚未支付 {{sales_invoice}} 的发票 {{frappe.db.get_value(""Currency"", currency, ""symbol"")}} {{outstanding_amount}}。特此友情提醒，发票到期日为 {{due_date}}。请立即支付应付金额，以免产生更多扣款费用。</div>

<h4>如何获取字段名</h4>

<p>您可以在模板中使用的字段名是文档中的字段。您可以通过设置 &gt; 自定义表单视图并选择文档类型（如销售发票）来查找任何文档的字段。</p>

<h4>模板</h4>

<p>模板使用 Jinja 模板语言编译。要了解有关 Jinja 的更多信息，请<a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">阅读此文档。</a></p>",
"<h4>Contract Template Example</h4>

<pre>Contract for Customer {{ party_name }}

-Valid From : {{ start_date }} 
-Valid To : {{ end_date }}
</pre>

<h4>How to get fieldnames</h4>

<p>The field names you can use in your Contract Template are the fields in the Contract for which you are creating the template. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Contract)</p>

<h4>Templating</h4>

<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>","<h4>合同模板示例</h4>

<pre>客户合同 {{ party_name }}

-Valid From : {{ start_date }} 
-Valid To : {{ end_date }}
</pre>

<h4>如何获取字段名</h4>

<p>您可以在合同模板中使用的字段名称是您创建模板的合同中的字段。您可以通过设置 &gt; 自定义表单视图并选择文档类型（如合同）来查找任何文档的字段。</p>

<h4>模板制作</h4>

<p>模板使用 Jinja 模板语言编译。要了解有关 Jinja 的更多信息，请<a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">阅读此文档。</a></p>",
"<h4>Standard Terms and Conditions Example</h4>

<pre>Delivery Terms for Order number {{ name }}

-Order Date : {{ transaction_date }} 
-Expected Delivery Date : {{ delivery_date }}
</pre>

<h4>How to get fieldnames</h4>

<p>The fieldnames you can use in your email template are the fields in the document from which you are sending the email. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Sales Invoice)</p>

<h4>Templating</h4>

<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>","<h4>合同模板示例</h4>

<pre>客户合同 {{ party_name }}

-Valid From : {{ start_date }} 
-Valid To : {{ end_date }}
</pre>

<h4>如何获取字段名</h4>

<p>您可以在合同模板中使用的字段名称是您创建模板的合同中的字段。您可以通过设置 &gt; 自定义表单视图并选择文档类型（如合同）来查找任何文档的字段。</p>

<h4>模板制作</h4>

<p>模板使用 Jinja 模板语言编译。要了解有关 Jinja 的更多信息，请<a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">阅读此文档。</a></p>",
"<h5 class=""text-muted uppercase"">Or</h5>","<h5 class=""text-muted uppercase"">或者</h5>",
"<label class=""control-label"" style=""margin-bottom: 0px;"">Account Number Settings</label>","<label class=""control-label"" style=""margin-bottom: 0px;"">账号设置</label>",
"<label class=""control-label"" style=""margin-bottom: 0px;"">Amount In Words</label>","<label class=""control-label"" style=""margin-bottom: 0px;"">大写金额</label>",
"<label class=""control-label"" style=""margin-bottom: 0px;"">Date Settings</label>","<label class=""control-label"" style=""margin-bottom: 0px;"">日期设置</label>",
"<p>In your <b>Email Template</b>, you can use the following special variables:
</p>
<ul>
        <li>
            <code>{{ update_password_link }}</code>: A link where your supplier can set a new password to log into your portal.
        </li>
        <li>
            <code>{{ portal_link }}</code>: A link to this RFQ in your supplier portal.
        </li>
        <li>
            <code>{{ supplier_name }}</code>: The company name of your supplier.
        </li>
        <li>
            <code>{{ contact.salutation }} {{ contact.last_name }}</code>: The contact person of your supplier.
        </li><li>
            <code>{{ user_fullname }}</code>: Your full name.
        </li>
    </ul>
<p></p>
<p>Apart from these, you can access all values in this RFQ, like <code>{{ message_for_supplier }}</code> or <code>{{ terms }}</code>.</p>","<p>在<b>电子邮件模板</b>中，您可以使用以下特殊变量：
</p>
<ul>
        <li>
            <code>{{ update_password_link }}</code>:供应商可以设置新密码登录门户网站的链接。
        </li>
        <li>
            <code>{{ portal_link }}</code>:供应商门户网站中该询价单的链接。
        </li>
        <li>
            <code>{{ supplier_name }}</code>:供应商的公司名称。
        </li>
        <li>
            <code>{{ contact.salutation }} {{ contact.last_name }}</code>:供应商的联系人。
        </li><li>
            <code>{{ user_fullname }}</code>:您的全名。
        </li>
    </ul>
<p></p>
<p>除此之外，您还可以访问此 RFQ 中的所有值，如 <code>{{ message_for_supplier }}</code>或 <code>{{ terms }}</code>.</p>",
"<pre><h5>Message Example</h5>

&lt;p&gt; Thank You for being a part of {{ doc.company }}! We hope you are enjoying the service.&lt;/p&gt;

&lt;p&gt; Please find enclosed the E Bill statement. The outstanding amount is {{ doc.grand_total }}.&lt;/p&gt;

&lt;p&gt; We don't want you to be spending time running around in order to pay for your Bill.<br>After all, life is beautiful and the time you have in hand should be spent to enjoy it!<br>So here are our little ways to help you get more time for life! &lt;/p&gt;

&lt;a href=""{{ payment_url }}""&gt; click here to pay &lt;/a&gt;

</pre>
","<pre><h5>信息示例</h5>

&lt;p&gt; 感谢您成为 {{ doc.company }}的一员！希望您能享受我们的服务。&lt;/p&gt;

&lt;p&gt; 随信附上电子账单。未付金额为 {{ doc.grand_total }}。&lt;/p&gt;

&lt;p&gt; 我们不希望您为了支付账单而花费时间四处奔波。<br>毕竟，生活是美好的，您手中的时间应该用来享受生活！<br>因此，我们有一些小方法来帮助您获得更多的生活时间！ &lt;/p&gt;

&lt;a href=""{{ payment_url }}""&gt; 点击此处付款 &lt;/a&gt;

</pre>",
"<pre><h5>Message Example</h5>

&lt;p&gt;Dear {{ doc.contact_person }},&lt;/p&gt;

&lt;p&gt;Requesting payment for {{ doc.doctype }}, {{ doc.name }} for {{ doc.grand_total }}.&lt;/p&gt;

&lt;a href=""{{ payment_url }}""&gt; click here to pay &lt;/a&gt;

</pre>
","<pre><h5>消息示例</h5>

&lt;p&gt;亲爱的 {{ doc.contact_person }}，&lt;/p&gt;

&lt;p&gt;请求支付 {{ doc.doctype }}、 {{ doc.name }} 和 {{ doc.grand_total }}的费用。&lt;/p&gt;

&lt;a href=""{{ payment_url }}""&gt; 点击此处支付 &lt;/a&gt;

</pre>",
"<table class=""table table-bordered table-condensed"">
<thead>
  <tr>
         <th class=""table-sr"" style=""width: 50%;"">Child Document</th>
         <th class=""table-sr"" style=""width: 50%;"">Non Child Document</th>
   </tr>
</thead>
<tbody>
<tr>
         <td>
                  <p> To access parent document field use parent.fieldname and to access child table document field use doc.fieldname </p>

         </td>
         <td>
                    <p>To access document field use doc.fieldname </p>
         </td>
</tr>
<tr>
        <td>
                   <p><b>Example: </b> parent.doctype == ""Stock Entry"" and doc.item_code == ""Test"" </p>

        </td>
         <td>
                   <p><b>Example: </b> doc.doctype == ""Stock Entry"" and doc.purpose == ""Manufacture""</p>    
          </td>
</tr>

</tbody>
</table>






","<table class=""table table-bordered table-condensed"">
<thead>
  <tr>
         <th class=""table-sr"" style=""width: 50%;"">子文档</th>
         <th class=""table-sr"" style=""width: 50%;"">非子文档</th>
   </tr>
</thead>
<tbody>
<tr>
         <td>
                  <p> 要访问父文档字段，请使用 parent.字段名；要访问子表文档字段，请使用doc.字段名 </p>

         </td>
         <td>
                    <p>要访问文档字段，请使用 doc.字段名 </p>
         </td>
</tr>
<tr>
        <td>
                   <p><b>示例： </b> parent.doctype == ""入库单"" 和 doc.item_code == ""测试物料"" </p>

        </td>
         <td>
                   <p><b>示例： </b> doc.doctype == “入库单” 和 doc.purpose == “生产用途”</p>    
          </td>
</tr>

</tbody>
</table>",
"A Price List is a collection of Item Prices either Selling, Buying, or both",价格清单是物料销售价、采购价或两者的集合,
"A Product or a Service that is bought, sold or kept in stock.",库存中已被采购，销售或保留的一个产品或服务,
A condition for a Shipping Rule,发货规则的一个条件,
A customer must have primary contact email.,客户必须设置主联系邮箱,
A logical Warehouse against which stock entries are made.,库存进项记录对应的逻辑仓库。,
A third party distributor / dealer / commission agent / affiliate / reseller who sells the companies products for a commission.,被授权销售公司产品以赚取佣金的第三方分销商/经销商/授权代理商/分支机构/转销商,
A+,A +,
A-,A-,
A4,A4,
AB+,AB +,
AB-,AB-,
ACC-AML-.YYYY.-,ACC-AML-.YYYY.-,
ACC-ASR-.YYYY.-,ACC-ASR-.YYYY.-,
ACC-ASS-.YYYY.-,ACC-ASS-.YYYY.-,
ACC-BTN-.YYYY.-,ACC-BTN-.YYYY.-,
ACC-JV-.YYYY.-,ACC-JV-.YYYY.-,
ACC-PAY-.YYYY.-,ACC-PAY-.YYYY.-,
ACC-PINV-.YYYY.-,ACC-PINV-.YYYY.-,
ACC-PINV-RET-.YYYY.-,ACC-PINV-RET-.YYYY.-,
ACC-PRQ-.YYYY.-,ACC-PRQ-.YYYY.-,
ACC-PSINV-.YYYY.-,ACC-PSINV-.YYYY.-,
ACC-SH-.YYYY.-,ACC-SH-.YYYY.-,
ACC-SINV-.YYYY.-,ACC-SINV-.YYYY.-,
ACC-SINV-RET-.YYYY.-,ACC-SINV-RET-.YYYY.-,
AMC Expiry Date,AMC到期时间,
API,应用程序界面,
API Details,接口详情,
API Endpoint,应用程序界面端点,
API Key,应用程序界面密钥,
AWB Number,空运提单号,
Abbr,缩写,
Abbreviation,缩写,
About,关于,
Academics User,学术界用户,
Acceptance Criteria Formula,验收条件公式,
Acceptance Criteria Value,验收条件值,
Accepted,已接受,
Accepted Qty,接受数量,
Accepted Qty in Stock UOM,已验收数量（库存单位）,
Accepted Quantity,已接受数量,
Accepted Warehouse,已确认的仓库,
Access Key,访问密钥,
Account,科目,
Account Balance,科目余额,
Account Closing Balance,账户期末余额,
Account Currency,科目币种,
Account Currency (From),账户货币（源）,
Account Currency (To),账户货币（目标）,
Account Details,科目信息,
Account Head,帐号头,
Account Manager,客户经理,
Account Name,科目名称,
Account Number,帐号,
Account Opening Balance,账户期初余额,
Account Paid From,收款科目,
Account Paid To,付款科目,
Account Subtype,帐户子类型,
Account Type,科目类型,
Account for Change Amount,零钱科目,
Accounting,会计,
Accounting Details,会计细节,
Accounting Dimension,会计维度,
Accounting Dimension Detail,会计维度明细,
Accounting Dimension Filter,核算维度筛选器,
Accounting Dimensions,会计维度,
Accounting Dimensions ,会计维度,
Accounting Dimensions Filter,核算维度筛选,
Accounting Entries,会计分录,
Accounting Period,会计期间,
Accounting entries are frozen up to this date. Nobody can create or modify entries except users with the role specified below,截止到此日期，会计条目被冻结。除具有以下指定角色的用户外，任何人都无法创建或修改条目,
Accounts,会计,
Accounts Closing,账务结账,
Accounts Frozen Till Date,帐户冻结日期,
Accounts Manager,会计经理,
Accounts Payable,应付帐款,
Accounts Payable Summary,应付帐款摘要,
Accounts Receivable,应收帐款,
Accounts Receivable Credit Account,应收帐款信用帐户,
Accounts Receivable Discounted Account,应收帐款折扣帐户,
Accounts Receivable Summary,应收账款汇总,
Accounts Receivable Unpaid Account,应收帐款未付帐户,
Accounts Receivable/Payable,应收/应付账款,
Accounts Settings,会计设置,
Accounts User,会计人员,
Accounts to Merge,待合并账户,
Accumulated Depreciation,累计折旧,
Accumulated Depreciation Account,累计折旧科目,
Accumulated Depreciation Amount,累计折旧额,
Acquisition Date,采集日期,
Action,行动,
Action If Quality Inspection Is Not Submitted,未提交质量检验的措施,
Action If Quality Inspection Is Rejected,质检驳回时的处理方式,
Action If Same Rate is Not Maintained,未保持相同费率的处理方式,
Action if Accumulated Monthly Budget Exceeded on Actual,累计每月预算超出实际的行动,
Action if Accumulated Monthly Budget Exceeded on MR,如果累计每月预算超过MR，则采取行动,
Action if Accumulated Monthly Budget Exceeded on PO,采购订单上累计每月预算超出时的操作,
Action if Annual Budget Exceeded on Actual,年度预算超出实际的行动,
Action if Annual Budget Exceeded on MR,年度预算超出MR的行动,
Action if Annual Budget Exceeded on PO,年度预算超出采购订单时采取的行动,
Action if Same Rate is Not Maintained Throughout Sales Cycle,销售周期内未保持相同费率的处理方式,
Actions,操作,
Actions performed,已执行的操作,
Active,活动,
Active Status,启用状态,
Activities,活动,
Activity,活动,
Activity Cost,活动费用,
Activity Type,活动类型,
Actual,实际,
Actual Batch Quantity,实际批次数量,
Actual Date,实际日期,
Actual End Date,实际结束日期,
Actual End Date (via Timesheet),实际结束日期（通过工时单）,
Actual End Time,实际结束时间,
Actual Operating Cost,实际运行成本,
Actual Operation Time,实际操作时间,
Actual Qty,实际数量,
Actual Qty (at source/target),实际数量（源/目标）,
Actual Qty in Warehouse,仓库实际数量,
Actual Start Date,实际开始日期,
Actual Start Date (via Timesheet),实际开始日期（通过工时单）,
Actual Start Time,实际开始时间,
Actual Time,实际时间,
Actual Time and Cost,实际时间和成本,
Actual Time in Hours (via Timesheet),实际时间（小时）,
Add,添加,
Add Corrective Operation Cost in Finished Good Valuation,在产成品估价中添加纠正作业成本,
Add Local Holidays,添加当地假日,
Add Manually,手动添加,
Add Or Deduct,添加或扣减,
Add Quote,添加报价,
Add Serial / Batch Bundle,添加序列/批次组合,
Add Serial / Batch No,添加序列/批次号,
Add Serial / Batch No (Rejected Qty),添加序列/批次号（拒收数量）,
Add Template,添加模板,
Add Weekly Holidays,添加每周假期,
Add or Deduct,添加或扣除,
Add to Holidays,加入到假期,
Add to Transit,添加到公交,
Added By,添加人,
Added On,添加日期,
Additional Asset Cost,资产附加成本,
Additional Cost,额外费用,
Additional Cost Per Qty,每单位额外成本,
Additional Costs,额外费用,
Additional Data,附加数据,
Additional Details,额外细节,
Additional Discount,额外折扣,
Additional Discount Amount,额外折扣金额,
Additional Discount Amount (Company Currency),额外折扣金额（公司货币）,
Additional Discount Percentage,额外折扣率,
Additional Info,附加信息,
Additional Information,附加信息,
Additional Notes,补充说明,
Additional Operating Cost,额外的运营成本,
Additional information regarding the customer.,该客户的其他信息。,
Address,地址,
Address & Contact,地址及联系方式,
Address & Contacts,地址及联系方式,
Address Desc,地址倒序,
Address HTML,地址HTML,
Address Line 1,地址行1,
Address Line 2,地址行2,
Address Name,地址名称,
Address and Contact,地址和联系方式,
Address and Contacts,地址和联系方式,
Address used to determine Tax Category in transactions,用于确定交易中税种的地址,
Administrator,管理员,
Advance Account,预支科目,
Advance Amount,预付款总额,
Advance Paid,已支付的预付款,
Advance Payment Date,预付款日期,
Advance Payment Ledger Entry,预付款分类账条目,
Advance Payments,预付款,
Advance Tax,预付税款,
Advance Taxes and Charges,预付税费,
Advance amount,预付款总额,
Advance payments allocated against orders will only be fetched,仅获取分配至订单的预付款项,
Advanced Settings,高级设置,
Advances,进展,
Affected Transactions,受影响交易,
Against,针对,
Against Account,针对的科目,
Against Blanket Order,反对一揽子订单,
Against Delivery Note Item,针对交货单项目,
Against Docname,针对的文档名称,
Against Doctype,针对的文档类型,
Against Document Detail No,针对的对文档信息编号,
Against Document No,针对的文档编号,
Against Expense Account,针对的费用账目,
Against Income Account,针对的收益账目,
Against Sales Invoice,针对的销售费用清单,
Against Sales Invoice Item,针对的销售费用清单项,
Against Sales Order,针对的销售订单,
Against Sales Order Item,针对的销售订单项,
Against Stock Entry,反对库存进入,
Against Voucher,针对的凭证,
Against Voucher No,对应凭证编号,
Against Voucher Type,针对的凭证类型,
Ageing Based On,账龄基于,
Agenda,议程,
Agent Busy Message,代理忙线提示,
Agent Details,代理商详细信息,
Agent Group,代理组,
Agent Unavailable Message,代理不可用提示,
Agents,代理商,
Aggregate a group of Items into another Item. This is useful if you are maintaining the stock of the packed items and not the bundled item,将物料组聚合至另一物料（适用于维护包装件而非组合件的库存）,
Agriculture Manager,农业经理,
Agriculture User,农业用户,
Algorithm,算法,
All,所有,
All Activities,所有活动,
All Activities HTML,所有活动HTML,
All Contact,所有联系人,
All Customer Contact,所有客户联系方式,
All Employee (Active),所有员工（活动）,
All Lead (Open),所有潜在客户（开放）,
All Sales Partner Contact,所有的销售合作伙伴联系人,
All Sales Person,所有的销售人员,
All Sales Transactions can be tagged against multiple Sales Persons so that you can set and monitor targets.,所有销售交易可标记多个销售人员以便设定和监控目标,
All Supplier Contact,所有供应商联系人,
All allocations have been successfully reconciled,所有分配项已成功对账,
All the Comments and Emails will be copied from one document to another newly created document(Lead -> Opportunity -> Quotation) throughout the CRM documents.,在CRM文档流转（线索->商机->报价）过程中，所有评论和邮件将被复制到新创建文档,
Allocate Advances Automatically (FIFO),自动分配进度（FIFO）,
Allocate Payment Based On Payment Terms,根据付款条件分配付款,
Allocated,已分配,
Allocated Amount,已核销金额,
Allocated Entries,已分配分录,
Allocated amount,已核销金额,
Allocation,分配,
Allocations,分配记录,
Allow,允许,
Allow Account Creation Against Child Company,允许针对儿童公司创建帐户,
Allow Alternative Item,允许替代物料,
Allow Continuous Material Consumption,允许持续物料消耗,
Allow Excess Material Transfer,允许超额物料转移,
Allow In Returns,允许退货,
Allow Internal Transfers at Arm's Length Price,允许按公允价格进行内部调拨,
Allow Item To Be Added Multiple Times in a Transaction,允许在事务中多次添加项目,
Allow Item to be Added Multiple Times in a Transaction,允许在交易中多次添加同一物料,
Allow Lead Duplication based on Emails,允许基于邮箱重复创建线索,
Allow Material Transfer from Delivery Note to Sales Invoice,允许物料从交货单转移到销售发票,
Allow Material Transfer from Purchase Receipt to Purchase Invoice,允许从收货到采购发票的物料转移,
Allow Multiple Sales Orders Against a Customer's Purchase Order,允许针对客户的采购订单的多个销售订单,
Allow Negative Stock,允许负库存,
Allow Negative rates for Items,允许物料负单价,
Allow Or Restrict Dimension,允许或限制维度,
Allow Overtime,允许加班,
Allow Partial Reservation,允许部分预留,
Allow Production on Holidays,允许在假日生产,
Allow Purchase,允许采购,
Allow Purchase Invoice Creation Without Purchase Order,允许创建没有采购订单的采购发票,
Allow Purchase Invoice Creation Without Purchase Receipt,允许在没有收货的情况下创建采购发票,
Allow Rename Attribute Value,允许重命名属性值,
Allow Resetting Service Level Agreement,允许重置服务水平协议,
Allow Sales,允许销售,
Allow Sales Invoice Creation Without Delivery Note,允许在没有交货单的情况下创建销售发票,
Allow Sales Invoice Creation Without Sales Order,允许创建无销售订单的销售发票,
Allow Sales Order Creation For Expired Quotation,允许为过期报价创建销售订单,
Allow Stale Exchange Rates,允许使用历史汇率,
Allow User to Edit Discount,允许用户编辑折扣,
Allow User to Edit Price List Rate in Transactions,允许用户编辑交易中的价目表价格,
Allow User to Edit Rate,允许用户编辑单价,
Allow Zero Rate,允许零费率,
Allow Zero Valuation Rate,允许评估价为0,
Allow existing Serial No to be Manufactured/Received again,允许现有序列号重复生产/接收,
Allow material consumptions without immediately manufacturing finished goods against a Work Order,允许工单未完成时进行物料消耗,
Allow multi-currency invoices against single party account ,允许单方账户开具多币种发票,
Allow to Edit Stock UOM Qty for Purchase Documents,允许在采购单据中编辑库存单位数量,
Allow to Edit Stock UOM Qty for Sales Documents,允许在销售单据中编辑库存单位数量,
Allow transferring raw materials even after the Required Quantity is fulfilled,允许在所需数量满足后继续转移原材料,
Allowed,已允许,
Allowed Dimension,允许维度,
Allowed Doctypes,允许单据类型,
Allowed To Transact With,允许与。。。交易,
Allows to keep aside a specific quantity of inventory for a particular order.,允许为特定订单预留指定数量库存,
Alternative Item Code,替代物料代码,
Alternative Item Name,替代物料名称,
Amended From,修订源,
Amount,金额,
Amount (Company Currency),金额（公司货币）,
Amount Difference,金额差异,
Amount Difference with Purchase Invoice,与采购发票的金额差异,
Amount Eligible for Commission,佣金计算基数,
Amount In Figure,量图,
Amount in Account Currency,账户货币金额,
Amount in party's bank account currency,对方银行账户货币金额,
Amount in transaction currency,交易货币金额,
Amounts,金额列表,
An Item Group is a way to classify items based on types.,物料组是基于类型分类物料的层级结构,
Annual Expenses,年度支出,
Annual Income,年收入,
Annual Revenue,年度营收,
Applicable Charges,适用费用,
Applicable Dimension,适用维度,
Applicable For,适用于,
Applicable Holiday List,适用于该员工的假期列表,
Applicable Modules,适用模块,
Applicable On Account,适用账户,
Applicable To (Designation),适用于(职位),
Applicable To (Employee),适用于(员工),
Applicable To (Role),适用于(角色),
Applicable To (User),适用于(用户),
Applicable for Countries,适用于国家,
Applicable for Users,适用于用户,
Applicable for external driver,适用于外部驱动器,
Applicable on Material Request,适用于物料申请,
Applicable on Purchase Order,适用于采购订单,
Applicable on booking actual expenses,适用于预订实际费用,
Applied on each reading.,每次读数时应用,
Applies To,应用于,
Apply Additional Discount On,额外折扣基于,
Apply Discount On,申请折扣,
Apply Discount on Discounted Rate,对折现率应用折扣,
Apply Discount on Rate,应用折扣率,
Apply Multiple Pricing Rules,应用多个定价规则,
Apply On,应用于,
Apply Putaway Rule,应用上架规则,
Apply Recursion Over (As Per Transaction UOM),按交易单位递归应用,
Apply Rule On Brand,在品牌上应用规则,
Apply Rule On Item Code,在物品代码上应用规则,
Apply Rule On Item Group,在项目组上应用规则,
Apply Rule On Other,在其他方面适用规则,
Apply SLA for Resolution Time,应用解决时间的服务级别协议,
Apply TDS,应用源头减税,
Apply Tax Withholding Amount,申请预扣税金额,
Apply Tax Withholding Amount ,应用预扣税额,
Apply restriction on dimension values,对维度值应用限制,
Apply to All Inventory Documents,应用于所有库存单据,
Apply to Document,应用至单据,
Appointment,约定,
Appointment Booking Settings,预约预约设置,
Appointment Booking Slots,预约订位,
Appointment Details,预约详情,
Appointment Duration (In Minutes),预约时间（以分钟为单位）,
Appointment With,预约,
Approving Role (above authorized value),批准角色（上述授权值）,
Approving User  (above authorized value),批准的用户（上述授权值）,
Approximately match the description/party name against parties,近似匹配交易方名称/描述,
Apps,应用,
Area,区,
Area UOM,区基础单位,
As per Stock UOM,按库存的基础单位,
Assembly Items,装配物料,
Asset,资产,
Asset Account,资产科目,
Asset Activity,资产活动,
Asset Capitalization,资产资本化,
Asset Capitalization Asset Item,资产资本化资产项目,
Asset Capitalization Service Item,资产资本化服务项目,
Asset Capitalization Stock Item,资产资本化库存项目,
Asset Category,资产类别,
Asset Category Account,资产类别的科目,
Asset Category Name,资产类别名称,
Asset Depreciation Cost Center,资产折旧成本中心,
Asset Depreciation Details,资产折旧明细,
Asset Depreciation Ledger,资产折旧总帐,
Asset Depreciation Schedule,资产折旧计划,
Asset Depreciations and Balances,资产折旧和余额,
Asset Details,资产信息,
Asset Finance Book,资产资金账簿,
Asset Location,资产位置,
Asset Maintenance,资产维护,
Asset Maintenance Log,资产维护日志,
Asset Maintenance Task,资产维护任务,
Asset Maintenance Team,资产维护团队,
Asset Movement,资产移动,
Asset Movement Item,资产变动项目,
Asset Name,资产名称,
Asset Naming Series,资产名录,
Asset Owner,资产所有者,
Asset Owner Company,资产所有者公司,
Asset Quantity,资产数量,
Asset Received But Not Billed,在途资产科目（已收到，未开票）,
Asset Repair,资产修复,
Asset Repair Consumed Item,资产维修耗用物料,
Asset Settings,资产设置,
Asset Shift Allocation,资产班次分配,
