Actual Start Date (via Timesheet),واقعی تاریخ شروع (از طریق زمان ورق),
Actual Start Time,واقعی زمان شروع,
Actual Time,زمان واقعی,
Actual Time and Cost,زمان و هزینه های واقعی,
Actual Time in Hours (via Timesheet),زمان واقعی (در ساعت),
Add,افزودن,
Add Corrective Operation Cost in Finished Good Valuation,اضافه کردن هزینه عملیات اصلاحی در ارزش گذاری کالای تمام شده,
Add Local Holidays,تعطیلات محلی را اضافه کنید,
Add Manually,افزودن دستی,
Add Or Deduct,افزودن یا کسر,
Add Quote,افزودن پیشنهاد قیمت,
Add Serial / Batch Bundle,افزودن باندل سریال / دسته,
Add Serial / Batch No,اضافه کردن سریال / شماره دسته,
Add Serial / Batch No (Rejected Qty),اضافه کردن سریال / شماره دسته (تعداد رد شده),
Add Template,اضافه کردن الگو,
Add Weekly Holidays,تعطیلات هفتگی اضافه کنید,
Add or Deduct,اضافه کردن و یا کسر,
Add to Holidays,اضافه کردن به تعطیلات,
Add to Transit,به ترانزیت اضافه کنید,
Added By,اضافه شده توسط,
Added On,اضافه شده در,
Additional Asset Cost,هزینه دارایی اضافی,
Additional Cost,هزینه های اضافی,
Additional Cost Per Qty,هزینه اضافی در هر تعداد,
Additional Costs,هزینه های اضافی,
Additional Data,اطلاعات بیشتر,
Additional Details,توضیحات بیشتر,
Additional Discount,تخفیف اضافی,
Additional Discount Amount,مبلغ تخفیف اضافی,
Additional Discount Amount (Company Currency),تخفیف اضافی مبلغ (ارز شرکت),
Additional Discount Percentage,درصد تخفیف اضافی,
Additional Info,اطلاعات اضافی,
Additional Information,اطلاعات اضافی,
Additional Notes,یادداشت های اضافی,
Additional Operating Cost,هزینه های عملیاتی اضافی,
Additional information regarding the customer.,اطلاعات اضافی در مورد مشتری می باشد.,
Address,نشانی,
Address & Contact,آدرس و تلفن تماس,
Address & Contacts,آدرس و اطلاعات تماس,
Address Desc,نشانی محصول,
Address HTML,آدرس HTML,
Address Line 1,خط 1 آدرس,
Address Line 2,خط 2 آدرس,
Address Name,نام آدرس,
Address and Contact,آدرس و تماس با,
Address and Contacts,آدرس و مخاطبین,
Address used to determine Tax Category in transactions,آدرس مورد استفاده برای تعیین گروه مالیات در معاملات,
Administrator,مدیر,
Advance Account,حساب پیشرو,
Advance Amount,جستجوی پیشرفته مقدار,
Advance Paid,پیش پرداخت,
Advance Payment Date,تاریخ پیش پرداخت,
Advance Payment Ledger Entry,ثبت دفتر پیش پرداخت,
Advance Payments,پیش پرداخت,
Advance Tax,پیش پرداخت مالیات,
Advance Taxes and Charges,پیش پرداخت مالیات و هزینه ها,
Advance amount,جستجوی پیشرفته مقدار,
Advance payments allocated against orders will only be fetched,پیش پرداخت های تخصیص یافته در برابر سفارش ها فقط واکشی می شود,
Advanced Settings,تنظیمات پیشرفته,
Advances,پیشرفت,
Affected Transactions,معاملات تحت تأثیر,
Against,در برابر,
Against Account,به حساب,
Against Blanket Order,در برابر نظم پتو,
Against Delivery Note Item,در برابر مورد یادداشت تحویل,
Against Docname,علیه Docname,
Against Doctype,علیه DOCTYPE,
Against Document Detail No,جزئیات سند علیه هیچ,
Against Document No,در برابر سند بدون,
Against Expense Account,علیه صورتحساب,
Against Income Account,به حساب درآمد,
Against Sales Invoice,در برابر فاکتور فروش,
Against Sales Invoice Item,در برابر آیتم فاکتور فروش,
Against Sales Order,در برابر سفارش فروش,
Against Sales Order Item,علیه سفارش فروش مورد,
Against Stock Entry,در مقابل ورود سهام,
Against Voucher,علیه کوپن,
Against Voucher No,در مقابل کوپن شماره,
Against Voucher Type,در برابر نوع کوپن,
Ageing Based On,سالمندی بر اساس,
Agenda,دستور جلسه,
Agent Busy Message,پیام مامور مشغول,
Agent Details,جزئیات نماینده,
Agent Group,گروه عامل,
Agent Unavailable Message,پیام عامل در دسترس نیست,
Agents,نمایندگان,
Aggregate a group of Items into another Item. This is useful if you are maintaining the stock of the packed items and not the bundled item,گروهی از آیتم‌ها را در یک آیتم دیگر جمع کنید. اگر موجودی آیتم‌های بسته بندی شده را نگهداری می کنید و نه آیتم باندل شده، مفید است,
Agriculture Manager,مدیر کشاورزی,
Agriculture User,کاربر کشاورزی,
Algorithm,الگوریتم,
All,همه,
All Activities,تمام فعالیت ها,
All Activities HTML,تمام فعالیت ها HTML,
All Contact,همه تماس,
All Customer Contact,همه مشتری تماس,
All Employee (Active),همه کارکنان (فعال),
All Lead (Open),همه سرب (باز),
All Sales Partner Contact,اطلاعات تماس تمام شرکای فروش,
All Sales Person,تمام ماموران فروش,
All Supplier Contact,همه با منبع تماس با,
All allocations have been successfully reconciled,همه تخصیص ها با موفقیت تطبیق داده شده است,
All the Comments and Emails will be copied from one document to another newly created document(Lead -> Opportunity -> Quotation) throughout the CRM documents.,تمام نظرات و ایمیل ها از یک سند به سند جدید ایجاد شده دیگر (سرنخ -> فرصت -> پیش فاکتور) در سراسر اسناد CRM کپی می شوند.,
Allocate Advances Automatically (FIFO),اختصاص خودکار پیشرفت (FIFO),
Allocate Payment Based On Payment Terms,تخصیص پرداخت براساس شرایط پرداخت,
Allocated,اختصاص داده,
Allocated Amount,مقدار اختصاص داده شده,
Allocated Entries,ورودی های اختصاص داده شده,
Allocated amount,مقدار اختصاص داده شده,
Allocation,تخصیص,
Allocations,تخصیص ها,
Allow,اجازه,
Allow Account Creation Against Child Company,اجازه ایجاد حساب کاربری علیه شرکت کودک,
Allow Alternative Item,به جای جایگزین,
Allow Continuous Material Consumption,اجازه مصرف مداوم مواد,
Allow Excess Material Transfer,اجازه انتقال مواد اضافی را بدهید,
Allow In Returns,در بازگشت مجاز است,
Allow Internal Transfers at Arm's Length Price,اجازه انتقالات داخلی با قیمت منصفانه,
Allow Item To Be Added Multiple Times in a Transaction,اجازه دهید مورد مورد نظر در معامله چندین بار اضافه شود,
Allow Item to be Added Multiple Times in a Transaction,اجازه دهید آیتم چندین بار در یک تراکنش اضافه شود,
Allow Lead Duplication based on Emails,اجازه تکرار سرنخ بر اساس ایمیل,
Allow Material Transfer from Delivery Note to Sales Invoice,اجازه انتقال مواد از برگ تحویل به فاکتور فروش را بدهید,
Allow Material Transfer from Purchase Receipt to Purchase Invoice,انتقال مواد از رسید خرید به فاکتور خرید را مجاز کنید,
Allow Multiple Sales Orders Against a Customer's Purchase Order,سفارشات متعدد فروش در برابر سفارش خرید مشتری را مجاز کنید,
Allow Negative Stock,اجازه می دهد بورس منفی,
Allow Negative rates for Items,نرخ های منفی برای آیتم‌ها مجاز است,
Allow Or Restrict Dimension,اجازه یا محدود کردن ابعاد,
Allow Overtime,اجازه اضافه کاری,
Allow Partial Reservation,اجازه رزرو جزئی,
Allow Production on Holidays,اجازه تولید در تعطیلات,
Allow Purchase,اجازه خرید,
Allow Purchase Invoice Creation Without Purchase Order,بدون ایجاد سفارش خرید ، ایجاد فاکتور خرید مجاز است,
Allow Purchase Invoice Creation Without Purchase Receipt,اجازه ایجاد فاکتور خرید بدون رسید خرید را بدهید,
Allow Rename Attribute Value,اجازه ارزش نام متغیر را تغییر دهید,
Allow Resetting Service Level Agreement,اجازه تنظیم مجدد توافق نامه سطح خدمات,
Allow Sales,اجازه فروش,
Allow Sales Invoice Creation Without Delivery Note,ایجاد فاکتور فروش بدون برگه تحویل مجاز است,
Allow Sales Invoice Creation Without Sales Order,ایجاد فاکتور فروش بدون سفارش فروش مجاز است,
Allow Sales Order Creation For Expired Quotation,اجازه ایجاد سفارش فروش برای قیمت منقضی شده,
Allow Stale Exchange Rates,نرخ ارز ثابت,
Allow User to Edit Discount,به کاربر اجازه ویرایش تخفیف را بدهید,
Allow User to Edit Price List Rate in Transactions,به کاربر اجازه دهید نرخ معاملات لیست را در معاملات ویرایش کند,
Allow User to Edit Rate,به کاربر اجازه ویرایش نرخ بدهید,
Allow Zero Rate,اجازه نرخ صفر,
Allow Zero Valuation Rate,اجازه رای دادن به ارزش گذاری صفر,
Allow existing Serial No to be Manufactured/Received again,اجازه استفاده مجدد از شماره سریال موجود برای تولید/دریافت,
Allow material consumptions without immediately manufacturing finished goods against a Work Order,اجازه مصرف مواد را بدون تولید فوری کالاهای تمام شده در برابر دستور کار بدهید,
Allow multi-currency invoices against single party account ,صورتحساب‌های چند ارزی را در برابر حساب یک طرف مجاز کنید,
Allow to Edit Stock UOM Qty for Purchase Documents,اجازه ویرایش موجودی UOM Qty برای اسناد خرید,
Allow to Edit Stock UOM Qty for Sales Documents,امکان ویرایش موجودی UOM Qty برای اسناد فروش,
Allow transferring raw materials even after the Required Quantity is fulfilled,امکان انتقال مواد خام حتی پس از برآورده شدن مقدار مورد نیاز,
Allowed,مجاز,
Allowed Dimension,ابعاد مجاز,
Allowed Doctypes,Doctypes مجاز,
Allowed To Transact With,مجاز به انجام معاملات,
Allows to keep aside a specific quantity of inventory for a particular order.,اجازه می دهد تا مقدار مشخصی از موجودی را برای یک سفارش خاص کنار بگذارید.,
Alternative Item Code,کد مورد دیگر,
Alternative Item Name,نام جایگزین,
Amended From,اصلاح از,
Amount,مقدار,
Amount (Company Currency),مقدار (شرکت ارز),
Amount Difference,تفاوت در مقدار,
Amount Difference with Purchase Invoice,تفاوت مبلغ با فاکتور خرید,
Amount Eligible for Commission,مبلغ واجد شرایط برای کمیسیون,
Amount In Figure,مقدار در شکل,
Amount in Account Currency,مبلغ به ارز حساب,
Amount in party's bank account currency,مبلغ به ارز حساب بانکی طرف,
Amount in transaction currency,مبلغ به ارز تراکنش,
Amounts,مبالغ,
An Item Group is a way to classify items based on types.,گروه آیتم راهی برای دسته بندی آیتم‌ها بر اساس انواع است.,
Annual Expenses,هزینه سالانه,
Annual Income,درآمد سالانه,
Annual Revenue,درآمد سالانه,
Applicable Charges,اتهامات قابل اجرا,
Applicable Dimension,ابعاد قابل اجرا,
Applicable For,قابل استفاده برای,
Applicable Holiday List,فهرست تعطیلات قابل اجرا,
Applicable Modules,ماژول های قابل اجرا,
Applicable On Account,قابل اجرا در حساب,
Applicable To (Designation),به (برای تعیین),
Applicable To (Employee),به قابل اجرا (کارمند),
Applicable To (Role),به قابل اجرا (نقش),
Applicable To (User),به قابل اجرا (کاربر),
Applicable for Countries,قابل استفاده برای کشورهای,
Applicable for Users,مناسب برای کاربران,
Applicable for external driver,قابل اجرا برای راننده خارجی,
Applicable on Material Request,قابل اجرا در درخواست مواد,
Applicable on Purchase Order,قابل اجرا در سفارش خرید,
Applicable on booking actual expenses,قابل قبول در رزرو هزینه های واقعی,
Applied on each reading.,در هر خواندن اعمال می شود.,
Applies To,اعمال می شود به,
Apply Additional Discount On,درخواست تخفیف اضافی,
Apply Discount On,درخواست تخفیف,
Apply Discount on Discounted Rate,تخفیف را با نرخ تخفیف اعمال کنید,
Apply Discount on Rate,تخفیف در نرخ اعمال کنید,
Apply Multiple Pricing Rules,قوانین چندگانه قیمت گذاری را اعمال کنید,
Apply On,درخواست در,
Apply Putaway Rule,اعمال قانون Putaway,
Apply Recursion Over (As Per Transaction UOM),اعمال بازگشت بیش از (بر اساس UOM تراکنش),
Apply Rule On Brand,Rule on Brand را اعمال کنید,
Apply Rule On Item Code,استفاده از قانون در مورد کد,
Apply Rule On Item Group,قوانین گروه را اعمال کنید,
Apply Rule On Other,قانون را از طرف دیگر اعمال کنید,
Apply SLA for Resolution Time,اعمال SLA برای زمان حل و فصل,
Apply TDS,TDS را اعمال کنید,
Apply Tax Withholding Amount,مقدار مالیات اخراج را اعمال کنید,
Apply Tax Withholding Amount ,اعمال مبلغ کسر مالیات,
Apply restriction on dimension values,اعمال محدودیت در مقادیر ابعاد,
Apply to All Inventory Documents,برای همه اسناد موجودی اعمال شود,
Apply to Document,درخواست برای سند,
Appointment,وقت ملاقات,
Appointment Booking Settings,تنظیمات رزرو قرار ملاقات,
Appointment Booking Slots,اسلات های رزرو وقت قرار ملاقات,
Appointment Details,جزئیات قرار ملاقات,
Appointment Duration (In Minutes),مدت زمان قرار ملاقات (در عرض چند دقیقه),
Appointment With,ملاقات با,
Approving Role (above authorized value),تصویب نقش (بالاتر از ارزش مجاز),
Approving User  (above authorized value),تصویب کاربر (بالاتر از ارزش مجاز),
Approximately match the description/party name against parties,تقریباً توصیف/نام طرف را با طرف‌ها مطابقت دهید,
Apps,برنامه ها,
Area,حوزه,
Area UOM,منطقه UOM,
As per Stock UOM,همانطور که در بورس UOM,
Assembly Items,آیتم‌های مونتاژ,
Asset,دارایی,
Asset Account,حساب دارایی,
Asset Activity,فعالیت دارایی,
Asset Capitalization,سرمایه گذاری دارایی ها,
Asset Capitalization Asset Item,دارایی دارایی با سرمایه,
Asset Capitalization Service Item,آیتم خدمات سرمایه گذاری دارایی,
Asset Capitalization Stock Item,آیتم موجودی سرمایه گذاری دارایی,
Asset Category,دارایی رده,
Asset Category Account,حساب دارایی رده,
Asset Category Name,دارایی رده نام,
Asset Depreciation Cost Center,دارایی مرکز استهلاک هزینه,
Asset Depreciation Details,جزئیات استهلاک دارایی,
Asset Depreciation Ledger,دارایی لجر استهلاک,
Asset Depreciation Schedule,جدول استهلاک دارایی ها,
Asset Depreciations and Balances,Depreciations دارایی و تعادل,
Asset Details,جزئیات دارایی,
Asset Finance Book,دارایی کتاب,
Asset Location,موقعیت دارایی,
Asset Maintenance,دارایی نگهداری,
Asset Maintenance Log,نگهداری دارایی ورود,
Asset Maintenance Task,وظیفه تعمیر و نگهداری دارایی,
Asset Maintenance Team,تیم پشتیبانی دارایی,
Asset Movement,جنبش دارایی,
Asset Movement Item,مورد حرکت دارایی,
Asset Name,نام دارایی,
Asset Naming Series,دارایی نامگذاری سری,
Asset Owner,صاحب دارایی,
Asset Owner Company,مالک شرکت دارایی,
Asset Quantity,مقدار دارایی,
Asset Received But Not Billed,دارایی دریافت شده اما غیرقانونی است,
Asset Repair,تعمیرات دارایی,
Asset Repair Consumed Item,کالای مصرفی تعمیر دارایی,
Asset Settings,تنظیمات دارایی,
Asset Shift Allocation,تخصیص تغییر دارایی,
Asset Shift Factor,عامل تغییر دارایی,
Asset Status,وضعیت دارایی,
Asset Value,ارزش دارایی,
Asset Value Adjustment,تعدیل ارزش دارایی,
Assets,دارایی های,
Assign To,اختصاص به,
Assign to Name,به Name اختصاص دهید,
Assignment Conditions,شرایط تخصیص,
"Attach .csv file with two columns, one for the old name and one for the new name",ضمیمه. CSV فایل با دو ستون، یکی برای نام قدیمی و یکی برای نام جدید,
Attach custom Chart of Accounts file,نمودار حساب های سفارشی را پیوست کنید,
Attachment,دلبستگی,
Attendance & Leaves,حضور و غیاب و مرخصی,
Attendance Device ID (Biometric/RF tag ID),شناسه دستگاه حضور و غیاب (شناسه برچسب بیومتریک / RF),
Attribute,ویژگی,
Attribute Name,نام مشخصه,
Attribute Value,موجودیت مقدار,
Auditor,ممیز,
Authorised By,مجاز توسط,
Authorization Control,کنترل مجوز,
Authorization Rule,قانون مجوز,
Authorized Value,ارزش مجاز,
Auto Create Assets on Purchase,به طور خودکار دارایی در خرید ایجاد کنید,
Auto Create Exchange Rate Revaluation,ایجاد خودکار تجدید ارزیابی نرخ ارز,
Auto Create Purchase Receipt,ایجاد خودکار رسید خرید,
Auto Create Serial and Batch Bundle For Outward,ایجاد خودکار باندل سریال و دسته برای بیرون,
Auto Create Subcontracting Order,ایجاد خودکار سفارش قرارداد فرعی,
Auto Created,خودکار ایجاد شده است,
Auto Created Serial and Batch Bundle,باندل سریال و دسته ایجاد شده به صورت خودکار,
Auto Creation of Contact,ایجاد خودکار مخاطب,
Auto Insert Item Price If Missing,درج خودکار قیمت آیتم در صورت فراموش شدن,
Auto Material Request,درخواست مواد خودکار,
Auto Name,نام خودکار,
Auto Opt In (For all customers),خودکار انتخاب در (برای همه مشتریان),
Auto Reconcile Payments,تطبیق خودکار پرداخت ها,
Auto Repeat,خودکار تکرار,
Auto Repeat Detail,جزئیات تکراری خودکار,
Auto Reserve Serial and Batch Nos,شماره سریال و دسته رزرو خودکار,
Auto Reserve Stock for Sales Order on Purchase,ذخیره خودکار موجودی برای سفارش فروش در هنگام خرید,
Auto close Opportunity Replied after the no. of days mentioned above,فرصت بسته شدن خودکار پس از خیر پاسخ داده شد. از روزهای ذکر شده در بالا,
Auto match and set the Party in Bank Transactions,مطابقت خودکار و تنظیم طرف در معاملات بانکی,
Auto re-order,خودکار دوباره سفارش,
Auto write off precision loss while consolidation,حذف خودکار از دست دادن دقت در هنگام تلفیق,
Automatically Add Filtered Item To Cart,افزودن خودکار آیتم فیلتر شده به سبد خرید,
Automatically Add Taxes and Charges from Item Tax Template,به طور خودکار مالیات و عوارض را از الگوی مالیات مورد اضافه کنید,
Automatically Create New Batch,به طور خودکار ایجاد دسته جدید,
Automatically Fetch Payment Terms from Order,واکشی خودکار شرایط پرداخت از سفارش,
Automatically Process Deferred Accounting Entry,پردازش خودکار حساب کاربری معوق,
Automatically post balancing accounting entry,ثبت حسابداری تراز به طور خودکار,
Availability Of Slots,در دسترس بودن شکافها,
Available Batch Qty at From Warehouse,در دسترس تعداد دسته ای در از انبار,
Available Batch Qty at Warehouse,دسته موجود در انبار تعداد,
Available Qty,در دسترس تعداد,
Available Qty For Consumption,تعداد موجود برای مصرف,
Available Qty at Company,تعداد موجود در شرکت,
Available Qty at Source Warehouse,موجود تعداد در منبع انبار,
Available Qty at Target Warehouse,تعداد موجود در انبار هدف,
Available Qty at WIP Warehouse,موجود در انبار تعداد WIP,
Available Qty at Warehouse,تعداد موجود در انبار,
Available Qty to Reserve,تعداد برای رزرو موجود است,
Available Quantity,مقدار موجود,
Available Stock for Packing Items,انبار موجود آیتم ها بسته بندی,
Available-for-use Date,تاریخ موجود بودن برای استفاده,
Average Commission Rate,اوسط نرخ کمیشن,
Average Discount,میانگین تخفیف,
Average Response Time,میانگین زمان پاسخ,
Average time taken by the supplier to deliver,میانگین زمان گرفته شده توسط منبع برای ارائه,
Avg Rate,میانگین نرخ,
B+,B +,
B-,B-,
BOM,BOM,
BOM Comparison Tool,ابزار مقایسه BOM,
BOM Created,BOM ایجاد شد,
BOM Creator,ایجاد کننده BOM,
BOM Creator Item,آیتم ایجاد کننده BOM,
BOM Detail No,جزئیات BOM بدون,
BOM Explorer,BOM Explorer,
