"<h3>About Product Bundle</h3>

<p>Aggregate group of <b>Items</b> into another <b>Item</b>. This is useful if you are bundling a certain <b>Items</b> into a package and you maintain stock of the packed <b>Items</b> and not the aggregate <b>Item</b>.</p>
<p>The package <b>Item</b> will have <code>Is Stock Item</code> as <b>No</b> and <code>Is Sales Item</code> as <b>Yes</b>.</p>
<h4>Example:</h4>
<p>If you are selling Laptops and Backpacks separately and have a special price if the customer buys both, then the Laptop + Backpack will be a new Product Bundle Item.</p>","<h3>Ürün Paketi Hakkında</h3>

<p>Bir grup <b>Ürünü</b> başka bir Üründe toplar. Bu, belirli <b>Ürünleri</b> bir pakette topluyorsanız ve toplu <b>Ürünün</b> değil paketlenmiş <b>Ürünlerin</b> stokunu tutuyorsanız kullanışlıdır.</p>
<p>Paket <b>Ürünü</b> <code>Stok</code> Ürünü mü <b>Hayır</b> ve <code>Satış</code> Ürünü mü <b>Evet</b> olarak ayarlanacaktır.</p>
<h4>Örnek:</h4>
<p>Dizüstü Bilgisayarları ve Sırt Çantalarını ayrı ayrı satıyorsanız ve müşteri her ikisini de satın alırsa özel bir fiyatınız varsa, Dizüstü Bilgisayar + Sırt Çantası yeni bir Ürün Paketinin Ürünü olacaktır.</p>",
"<h3>Currency Exchange Settings Help</h3>
<p>There are 3 variables that could be used within the endpoint, result key and in values of the parameter.</p>
<p>Exchange rate between {from_currency} and {to_currency} on {transaction_date} is fetched by the API.</p>
<p>Example: If your endpoint is exchange.com/2021-08-01, then, you will have to input exchange.com/{transaction_date}</p>","<h3>Döviz Kuru Ayarları Yardımı</h3>
<p>Son nokta, sonuç anahtarı ve parametre değerlerinde kullanılabilecek 3 değişken vardır.</p>
<p> {transaction_date} tarihinde {from_currency} ile {to_currency} arasındaki döviz kuru API tarafından alınır.</p>
<p>Örnek: Son noktanız exchange.com/2024-08-01 ise, exchange.com/{transaction_date}</p>girmeniz gerekecektir.",
"<h4>Body Text and Closing Text Example</h4>

<div>We have noticed that you have not yet paid invoice {{sales_invoice}} for {{frappe.db.get_value(""Currency"", currency, ""symbol"")}} {{outstanding_amount}}. This is a friendly reminder that the invoice was due on {{due_date}}. Please pay the amount due immediately to avoid any further dunning cost.</div>

<h4>How to get fieldnames</h4>

<p>The fieldnames you can use in your template are the fields in the document. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Sales Invoice)</p>

<h4>Templating</h4>

<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>","<h4>Gövde Metni ve Kapanış Metni Örneği</h4>

<div> {{frappe.db.get_value(""Currency"", currency, ""symbol"")}} {{outstanding_amount}}için {{sales_invoice}} faturasını henüz ödemediğinizi fark ettik. Bu, faturanın {{due_date}}tarihinde ödenmesi gerektiğine dair dostane bir hatırlatmadır. Daha fazla ihtar masrafından kaçınmak için lütfen ödenmesi gereken tutarı derhal ödeyin.</div>

<h4>Alan adları nasıl alınır</h4>

<p>Şablonunuzda kullanabileceğiniz alan adları belgede yer alan alanlardır. Herhangi bir belgenin alanlarını Kurulum &gt; Form Görünümünü Özelleştir üzerinden ve belge türünü seçerek öğrenebilirsiniz (örn. Satış Faturası)</p>

<h4>Şablonlama</h4>

<p>Şablonlar Jinja Templating Language kullanılarak derlenir. Jinja hakkında daha fazla bilgi edinmek için <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">bu belgeyi okuyun.</a></p>",
"<h5 class=""text-muted uppercase"">Or</h5>","<h5 class=""text-muted uppercase"">Veya</h5>",
"<label class=""control-label"" style=""margin-bottom: 0px;"">Account Number Settings</label>","<label class=""control-label"" style=""margin-bottom: 0px;"">Hesap Numarası Ayarları</label>",
"<label class=""control-label"" style=""margin-bottom: 0px;"">Amount In Words</label>","<label class=""control-label"" style=""margin-bottom: 0px;"">Kelime Cinsinden Miktar</label>",
"<label class=""control-label"" style=""margin-bottom: 0px;"">Date Settings</label>","<label class=""control-label"" style=""margin-bottom: 0px;"">Tarih Ayarları</label>",
"<p>In your <b>Email Template</b>, you can use the following special variables:
</p>
<ul>
        <li>
            <code>{{ update_password_link }}</code>: A link where your supplier can set a new password to log into your portal.
        </li>
        <li>
            <code>{{ portal_link }}</code>: A link to this RFQ in your supplier portal.
        </li>
        <li>
            <code>{{ supplier_name }}</code>: The company name of your supplier.
        </li>
        <li>
            <code>{{ contact.salutation }} {{ contact.last_name }}</code>: The contact person of your supplier.
        </li><li>
            <code>{{ user_fullname }}</code>: Your full name.
        </li>
    </ul>
<p></p>
<p>Apart from these, you can access all values in this RFQ, like <code>{{ message_for_supplier }}</code> or <code>{{ terms }}</code>.</p>","<p><b>E-posta Şablonunuzda</b>, aşağıdaki özel değişkenleri kullanabilirsiniz:
</p>
<ul>
        <li>
            <code>{{ update_password_link }}</code>: Tedarikçinizin portalınıza giriş yapmak için yeni bir şifre belirleyebileceği bir bağlantı.
        </li>
        <li>
            <code>{{ portal_link }}</code>: Tedarikçi portalınızda bu Fiyat Teklifi Talebine yönlendiren bir bağlantı.
        </li>
        <li>
            <code>{{ supplier_name }}</code>: Tedarikçinizin şirket adı.
        </li>
        <li>
            <code>{{ contact.salutation }} {{ contact.last_name }}</code>: Tedarikçinizin iletişim kişisi.
        </li><li>
            <code>{{ user_fullname }}</code>: Tam adınız.
        </li>
    </ul>
<p></p>
<p>Bunların dışında, bu Fiyat Teklifi Talebindeki tüm değerlere, <code>{{ message_for_supplier }}</code> veya <code>{{ terms }}</code> gibi, erişebilirsiniz.</p>",
"<pre><h5>Message Example</h5>

&lt;p&gt; Thank You for being a part of {{ doc.company }}! We hope you are enjoying the service.&lt;/p&gt;

&lt;p&gt; Please find enclosed the E Bill statement. The outstanding amount is {{ doc.grand_total }}.&lt;/p&gt;

&lt;p&gt; We don't want you to be spending time running around in order to pay for your Bill.<br>After all, life is beautiful and the time you have in hand should be spent to enjoy it!<br>So here are our little ways to help you get more time for life! &lt;/p&gt;

&lt;a href=""{{ payment_url }}""&gt; click here to pay &lt;/a&gt;

</pre>
","<pre><h5>Mesaj Örneği</h5>

&lt;p&gt; {{ doc.company }}'in bir parçası olduğunuz için teşekkür ederiz! Hizmetten keyif aldığınızı umuyoruz.&lt;/p&gt;

&lt;p&gt; E-Fatura ekstresini ekte bulabilirsiniz. Ödenmemiş tutar {{ doc.grand_total }}'dir.&lt;/p&gt;

&lt;p&gt; Faturanızı ödemek için oradan oraya koşturarak zaman harcamanızı istemiyoruz.<br>Sonuçta, hayat güzeldir ve elinizdeki zamanı tadını çıkarmak için harcamalısınız!<br>İşte hayatınıza daha fazla zaman ayırmanıza yardımcı olacak küçük yollarımız! &lt;/p&gt;

&lt;a href=""{{ payment_url }}""&gt; ödeme yapmak için tıklayın &lt;/a&gt;

</pre>",
"<pre><h5>Message Example</h5>

&lt;p&gt;Dear {{ doc.contact_person }},&lt;/p&gt;

&lt;p&gt;Requesting payment for {{ doc.doctype }}, {{ doc.name }} for {{ doc.grand_total }}.&lt;/p&gt;

&lt;a href=""{{ payment_url }}""&gt; click here to pay &lt;/a&gt;

</pre>
","<pre><h5>Mesaj Örneği</h5>

&lt;p&gt;Sevgili {{ doc.contact_person }},&lt;/p&gt;

&lt;p&gt; {{ doc.doctype }}, {{ doc.name }} için {{ doc.grand_total }}için ödeme talep ediyoruz.&lt;/p&gt;

&lt;a href=""{{ payment_url }}""&gt; ödemek için buraya tıklayın &lt;/a&gt;

</pre>",
"A Price List is a collection of Item Prices either Selling, Buying, or both","Fiyat Listesi, Satılan, Alınan veya Her İkisi de Olan Ürün Fiyatlarının bir koleksiyonudur",
"A Product or a Service that is bought, sold or kept in stock.","Bir Ürün veya satın alınan, satılan veya stokta verileri bir hizmet.",
A condition for a Shipping Rule,Sevkiyat Kuralı için şart,
A customer must have primary contact email.,Müşterinin birincil iletişim e-postasına sahip olması gerekir.,
A logical Warehouse against which stock entries are made.,Stok girişleri Depoya karşı yapıldı,
A third party distributor / dealer / commission agent / affiliate / reseller who sells the companies products for a commission.,Bir komisyon için kuruluşlar birimleri şeytan bir üçüncü taraf sağlayıcı / bayi / komisyon ajan / ortaklık / bayi.,
A+,A+,
A-,A-,
A4,A4,
AB+,AB+,
AB-,AB-,
ACC-AML-.YYYY.-,ACC-AML-.YYYY.-,
ACC-ASR-.YYYY.-,ACC-ASR-.YYYY.-,
ACC-ASS-.YYYY.-,ACC-ASS-.YYYY.-,
ACC-BTN-.YYYY.-,ACC-BTN-.YYYY.-,
ACC-JV-.YYYY.-,ACC-JV-.YYYY.-,
ACC-PAY-.YYYY.-,ACC-PAY-.YYYY.-,
ACC-PINV-.YYYY.-,ACC-PINV-.YYYY.-,
ACC-PINV-RET-.YYYY.-,ACC-PINV-RET-.YYYY.-,
ACC-PRQ-.YYYY.-,ACC-PRQ-.YYYY.-,
ACC-PSINV-.YYYY.-,ACC-PSTERS-.YYYY.-,
ACC-SH-.YYYY.-,ACC-SH-.YYYY.-,
ACC-SINV-.YYYY.-,ACC-SINV-.YYYY.-,
ACC-SINV-RET-.YYYY.-,ACC-SINV-RET-.YYYY.-,
AMC Expiry Date,AMC Bitiş Tarihi,
API,API,
API Details,API Ayrıntıları,
API Endpoint,API Endpoint,
API Key,API Key,
AWB Number,AWB Numarası,
Abbr,Kısaltma,
Abbreviation,Kısaltma,
About,Hakkında,
Academics User,Akademi Kullanıcısı,
Acceptance Criteria Formula,Kabul Kriterleri Formülü,
Acceptance Criteria Value,Kabul Kriterleri Değeri,
Accepted,Kabül Edildi,
Accepted Qty,Kabul edilen Miktar,
Accepted Qty in Stock UOM,Stok Biriminde Kabul edilen Miktar,
Accepted Quantity,Kabul edilen Miktar,
Accepted Warehouse,Kabul edilen Depo,
Access Key,Erişim Anahtarı,
Account,Hesap,
Account Balance,Hesap Bakiyesi,
Account Balance (From),Borç Hesabı,
Account Balance (To),Alacak Hesabı,
Account Closing Balance,Hesap Kapanış Bakiyesi,
Account Currency,Hesabın Döviz Cinsi,
Account Currency (From),Hesap Para Birimi (Borç),
Account Currency (To),Hesap Para Birimi (Alacak),
Account Details,Hesap Detayları,
Account Head,Hesap Başlığı,
Account Manager,Muhasebe Yöneticisi,
Account Name,Hesap Adı,
Account Number,Hesap Numarası,
Account Opening Balance,Hesap Açılış Bakiyesi,
Account Paid From,Ödeme Çıkış Hesabı,
Account Paid To,Ödeme Giriş Hesabı,
Account Subtype,Hesap Alt Türü,
Account Type,Hesap Türü,
Account for Change Amount,Değişim Miktarı Hesabı,
Accounting,Muhasebe,
Accounting Details,Muhasebe Detayları,
Accounting Dimension,Muhasebe Boyutu,
Accounting Dimension Detail,Muhasebe Boyut Detayı,
Accounting Dimension Filter,Muhasebe Boyutu Filtresi,
Accounting Dimensions,Muhasebe Boyutları,
Accounting Dimensions ,Muhasebe Boyutları,
Accounting Dimensions Filter,Muhasebe Boyutları Filtresi,
Accounting Entries,Muhasebe Kayıtları,
Accounting Period,Muhasebe Dönemi,
Accounting entries are frozen up to this date. Nobody can create or modify entries except users with the role specified below,Muhasebe girişleri bu tarihe kadar dondurulmuştur. Aşağıda belirtilen role sahip kullanıcılar dışında hiç kimse giremez oluşturamaz veya değiştiremez,
Accounts,Hesaplar,
Accounts Closing,Hesap Kapanışı,
Accounts Frozen Till Date,Hesaplar Bugüne Kadar Donduruldu,
Accounts Manager,Hesap Yöneticisi,
Accounts Payable,Borç Hesabı,
Accounts Payable Summary,Borç Hesabı Özeti,
Accounts Receivable,Alacak Hesabı,
Accounts Receivable Credit Account,Alacak Alacak Hesabı,
Accounts Receivable Discounted Account,Alacak Hesapları,
Accounts Receivable Summary,Alacak Hesabı Özeti,
Accounts Receivable Unpaid Account,Alacaksız Alacak Hesabı,
Accounts Receivable/Payable,Alacak/Borç Hesapları,
Accounts Settings,Hesap Ayarları,
Accounts User,Muhasebe Kullanıcısı,
Accounts to Merge,Birleştirilecek Hesaplar,
Accumulated Depreciation,Birikmiş Amortisman,
Accumulated Depreciation Account,Birikmiş Amortisman Hesabı,
Accumulated Depreciation Amount,Birikmiş Amortisman Tutarı,
Acquisition Date,Alım Tarihi,
Action,İşlem,
Action If Quality Inspection Is Not Submitted,Kalite Denetimi Gönderilmezse Yapılacak İşlem,
Action If Quality Inspection Is Rejected,Kalite Muayenesi Reddedilirse Yapılacak İşlem,
Action If Same Rate is Not Maintained,Aynı Oran Sağlanmazsa Yapılacak İşlem,
Action if Accumulated Monthly Budget Exceeded on Actual,"Gerçekleşen, Aylık Bütçeyi Aşdıysa İşlemleri",
Action if Accumulated Monthly Budget Exceeded on MR,MR Üzerinde Aylık Bütçe Aşıldıysa İşlemleri,
Action if Accumulated Monthly Budget Exceeded on PO,Birikmiş Aylık Bütçe Bütçesi Aşıldıysa Eylem,
Action if Annual Budget Exceeded on Actual,Yıllık Bütçe Gerçekleşen Durumunda Aşıldıysa Eylem,
Action if Annual Budget Exceeded on MR,MR Üzerinde Yıllık Bütçe Aşıldıysa Eylem,
Action if Annual Budget Exceeded on PO,Yıllık Bütçe Bütçesi Aşıldıysa Eylem,
Action if Same Rate is Not Maintained Throughout Sales Cycle,Satış Döngüsü Boyunca Aynı Oran Korunmazsa Yapılacak İşlem,
Actions,İşlemler,
Actions performed,Yapılan eylemler,
Active,Aktif,
Active Status,Aktif Durum,
Activities,Faaliyetler,
Activity,Aktivite,
Activity Cost,Faaliyet Maliyeti,
Activity Type,Faaliyet Türü,
Actual,Gerçek,
Actual Batch Quantity,Gerçek Parti Miktarı,
Actual Date,Gerçek Tarih,
Actual End Date,Fiili Bitiş Tarihi,
Actual End Date (via Timesheet),Gerçek bitiş tarihi (Zaman Tablosu'ndan),
Actual End Time,Gerçek Bitiş Zamanı,
Actual Operating Cost,Fiili Operasyon Maliyeti,
Actual Operation Time,Gerçek Operasyon Süresi,
Actual Qty,Fiili Miktar,
Actual Qty (at source/target),Fiili Miktar (kaynak / hedef),
Actual Qty in Warehouse,Depodaki Gerçek Miktar,
Actual Start Date,Fiili Başlangıç Tarihi,
Actual Start Date (via Timesheet),Gerçek başlangış tarihi (Zaman Tablosu'ndan),
Actual Start Time,Gerçek Başlangıç Zamanı,
Actual Time,Fiili Süre,
Actual Time and Cost,Gerçek Süre ve Maliyet,
Actual Time in Hours (via Timesheet),Gerçek Zaman (Saat olarak),
Add,Ekle,
Add Corrective Operation Cost in Finished Good Valuation,Mamul Değerlemede Düzeltici Operasyon Maliyetini Ekleyin,
Add Local Holidays,Yerel Tatilleri Ekle,
Add Manually,Manuel Olarak Ekle,
Add Or Deduct,Ekle veya Çıkar,
Add Quote,Teklif Ekle,
Add Serial / Batch Bundle,Seri / Toplu Paket Ekle,
Add Serial / Batch No,Seri / Parti No Ekle,
Add Serial / Batch No (Rejected Qty),Seri / Parti No Ekle (Reddedilen Miktar),
Add Template,Şablon Ekle,
Add Weekly Holidays,Haftalık Tatilleri Ekle,
Add or Deduct,Ekle veya Çıkar,
Add to Holidays,Tatillere Ekle,
Add to Transit,Transit Ekle,
Added By,Ekleyen,
Added On,Eklenme Tarihi,
Additional Asset Cost,Ek Varlık Maliyeti,
Additional Cost,Ek Maliyet,
Additional Cost Per Qty,Adet Başına Ek Maliyet,
Additional Costs,Ek Maliyetler,
Additional Data,Ek Veriler,
Additional Details,Ek Detaylar,
Additional Discount,Ek İndirim,
Additional Discount Amount,Ek İndirim Tutarı,
Additional Discount Amount (Company Currency),Ek İndirim Tutarı (Şirket Para Birimi),
Additional Discount Percentage,Ek İndirim Yüzdesi,
Additional Info,Ek Bilgi,
Additional Information,Ek Bilgi,
Additional Notes,Ek Notlar,
Additional Operating Cost,Ek Operasyon Maliyeti,
Additional information regarding the customer.,Müşteri ile ilgili ek bilgi.,
Address,Adres,
Address & Contact,Adres ve İrtibat,
Address & Contacts,Adresler ve Kontaklar,
Address Desc,Azalan Adres,
Address HTML,Adres HTML'si,
Address Line 1,Adres Satırı 1,
Address Line 2,Adres Satırı 2,
Address Name,Adres Adı,
Address and Contact,Adresler ve Kontaklar,
Address and Contacts,Adres ve Kişiler,
Address used to determine Tax Category in transactions,İşlemlerde Kategori Vergisini belirlemek için kullanılan adres,
Administrator,Yönetici,
Advance Account,Peşin Hesap,
Advance Amount,Avans Tutarı,
Advance Paid,Ödenen Avans,
Advance Payment Date,Peşinat Ödeme Tarihi,
Advance Payment Ledger Entry,Peşin Ödeme Muhasebe Kaydı,
Advance Payments,Avans Ödemeleri,
Advance Tax,Peşin Vergi,
Advance Taxes and Charges,Peşin Ödenen Vergi ve Harçlar,
Advance amount,Avans Tutarı,
Advance payments allocated against orders will only be fetched,Sadece siparişlere karşılık gelen avans ödemeleri alınacaktır.,
Advanced Settings,Gelişmiş Ayarlar,
Advances,Avanslar,
Affected Transactions,Etkilenen İşlemler,
Against,Karşı,
Against Account,Hesap Karşılığı,
Against Blanket Order,Açık Siparişe Karşı,
Against Delivery Note Item,Sevk irsaliyesi kalemine karşı,
Against Docname,Belge Adına Karşı,
Against Doctype,Belge Türüne Karşı,
Against Document Detail No,Karşılık Belge Detay No.,
Against Document No,Karşılık Belge No.,
Against Expense Account,Karşılık Gider Hesabı,
Against Income Account,Karşılık Gelir Hesabı,
Against Sales Invoice,Satış Faturası Karşılığı,
Against Sales Invoice Item,Satış Fatura Kalemi karşılığı,
Against Sales Order,Satış Siparişi Karşılığı,
Against Sales Order Item,Satış Sipariş Kalemi karşılığı,
Against Stock Entry,Stok Hareketine karşı,
Against Voucher,Fiş Karşılığı,
Against Voucher No,İlgili Belge No,
Against Voucher Type,Fiş Türü Karşılığı,
Ageing Based On,Yaşlanma Dayanımı,
Agenda,Gündem,
Agent Busy Message,Temsilci Meşgul Mesajı,
Agent Details,Temsilci Detayları,
Agent Group,Temsilci Grubu,
Agent Unavailable Message,Temsilci Müsait Değil Mesajı,
Agents,Temsilciler,
Aggregate a group of Items into another Item. This is useful if you are maintaining the stock of the packed items and not the bundled item,"Bir grup Öğeyi başka bir Öğede birleştirin. Bu, paketlenmiş öğelerin değil, paketlenmiş öğelerin stokunu tutuyorsanız kullanışlıdır.",
Agriculture Manager,Tarım Yöneticisi,
Agriculture User,Tarım Kullanıcısı,
Algorithm,Algoritma,
All,Tümü,
All Activities,Tüm Aktiviteler,
All Activities HTML,Tüm Etkinlikler HTML,
All Contact,Tüm Kişiler,
All Customer Contact,Tüm Müşteri İrtibatları,
All Employee (Active),Tüm Çalışanlar (Aktif),
All Lead (Open),Tüm Müşteri Adayları (Açık),
All Sales Partner Contact,Tüm Satış Ortağı İrtibatları,
All Sales Person,Tüm Satıcılar,
All Sales Transactions can be tagged against multiple Sales Persons so that you can set and monitor targets.,"Tüm Satış İşlemleri birden fazla Satış Elemanına etiketlenebilir, böylece hedefler belirleyebilir ve izleyebilirsiniz.",
All Supplier Contact,Tüm Tedarikçi İrtibatları,
All allocations have been successfully reconciled,Tüm tahsisatların mutabakatı başarıyla sağlandı,
All the Comments and Emails will be copied from one document to another newly created document(Lead -> Opportunity -> Quotation) throughout the CRM documents.,"Tüm Yorumlar ve E-postalar, CRM belgeleri boyunca bir belgeden yeni oluşturulan başka bir belgeye (Aday Müşteri -> Fırsat -> Teklif) kopyalanacaktır.",
Allocate Advances Automatically (FIFO),Avansları Otomatik Olarak Tahsis et (FIFO),
Allocate Payment Based On Payment Terms,Ödeme Vadesine göre Ödeme Tahsisi Yap,
Allocated,Ayrılan,
Allocated Amount,Tahsis Edilen Tutar,
Allocated Entries,Tahsis Edilen Girişler,
Allocated amount,Tahsis edilen Tutar,
Allocation,Tahsis,
Allocations,Tahsisler,
Allow,İzin Ver,
Allow Account Creation Against Child Company,Alt Şirkete Karşı Hesap Oluşturmaya İzin Verin,
Allow Alternative Item,Alternatif Öğeye İzin Ver,
Allow Continuous Material Consumption,Sürekli Malzeme Tüketimi Sağlayın,
Allow Excess Material Transfer,Fazla Malzeme Aktarımına İzin Ver,
Allow In Returns,İadelere İzin Ver,
Allow Internal Transfers at Arm's Length Price,İç Transferlerde Piyasa Fiyatına İzin Ver,
Allow Item To Be Added Multiple Times in a Transaction,Bir İşlemde Öğenin Birden Fazla Kez Eklenmesine İzin Ver,
Allow Item to be Added Multiple Times in a Transaction,Bir İşlemde Öğenin birden çok kez eklenmesine izin ver,
Allow Lead Duplication based on Emails,E-postaya dayalı Aday Çoğaltılmasına İzin ver,
Allow Material Transfer from Delivery Note to Sales Invoice,İrsaliyeden Satış Faturasına Malzeme Transferine İzin Ver,
Allow Material Transfer from Purchase Receipt to Purchase Invoice,İrsaliyeden Satınalma Faturasına Malzeme Transferine İzin Ver,
Allow Multiple Sales Orders Against a Customer's Purchase Order,Müşterinin Satınalma Siparişine karşın birden fazla Satış Siparişine izin ver,
Allow Negative Stock,Negatif Stoğa İzin ver,
Allow Negative rates for Items,Öğeler için Negatif oranlara izin ver,
Allow Or Restrict Dimension,Boyuta İzin Ver veya Sınırla,
Allow Overtime,Fazla Mesaiye izin ver,
Allow Partial Reservation,Kısmi Rezervasyona İzin Ver,
Allow Production on Holidays,Tatilde Üretime izin ver,
Allow Purchase,Satınalmaya izin ver,
Allow Purchase Invoice Creation Without Purchase Order,Satınalma Siparişi olmadan Satınalma Faturası Oluşturmaya İzin Ver,
Allow Purchase Invoice Creation Without Purchase Receipt,Satınalma İrsaliye olmadan Satınalma Faturası Oluşturmaya İzin Ver,
Allow Rename Attribute Value,Öznitelik Değerini Yeniden Adlandırmaya İzin Ver,
Allow Resetting Service Level Agreement,Servis Seviyesi Sözleşmesinin Sıfırlanmasına İzin Ver,
Allow Sales,Satışa izin ver,
Allow Sales Invoice Creation Without Delivery Note,İrsaliye olmadan Satış Faturası Oluşturmaya İzin ver,
Allow Sales Invoice Creation Without Sales Order,Satış Siparişi olmadan Satış Faturası Oluşturmaya İzin ver,
Allow Sales Order Creation For Expired Quotation,Süresi Dolmuş Teklif İçin Müşteri Siparişi Oluşturulmasına İzin Ver,
Allow Stale Exchange Rates,Eski Döviz Kurlarına İzin Ver,
Allow User to Edit Discount,Kullanıcının İndirimi Düzenlemesine İzin Verin,
Allow User to Edit Price List Rate in Transactions,Kullanıcının İşlemlerde Fiyat Listesi Oranını Düzenlemesine İzin Ver,
Allow User to Edit Rate,Kullanıcının Fiyatı Düzenlemesine İzin Verin,
Allow Zero Rate,Sıfır Değerlemeye İzin Ver,
Allow Zero Valuation Rate,Sıfır Değerleme Oranına İzin ver,
Allow existing Serial No to be Manufactured/Received again,Mevcut Seri Numarasının Tekrar Üretilmesine/Alınmasına İzin Ver,
Allow material consumptions without immediately manufacturing finished goods against a Work Order,Bir İş Emrine göre bitmiş ürünleri hemen üretmeden malzeme tüketimine izin verin,
Allow multi-currency invoices against single party account ,Tek Cari hesabına karşı çoklu para birimindeki faturalara izin ver,
Allow to Edit Stock UOM Qty for Purchase Documents,Satın Alma için Stok Birimi Adetini Düzenlemeye İzin Ver,
Allow to Edit Stock UOM Qty for Sales Documents,Satış Belgelerinde Stok Birimi Miktarını Düzenlemeye İzin Ver,
Allow transferring raw materials even after the Required Quantity is fulfilled,Gerekli Miktar yerine getirildikten sonra bile hammadde transferine izin ver,
Allowed,İzin Verilen,
Allowed Dimension,İzin Verilen Boyut,
Allowed Doctypes,İzin Verilen DocType'lar,
Allowed To Transact With,İle İşlem Yapmaya İzin Verildi,
Allows to keep aside a specific quantity of inventory for a particular order.,Belirli bir sipariş için envanterden belirli bir miktarı ayırmaya olanak tanır.,
Alternative Item Code,Alternatif Ürün Kodu,
Alternative Item Name,Alternatif öğe adı,
Amended From,Şu tarihten itibaren değiştirildi:,
Amount,Miktar,
Amount (Company Currency),Tutar (Şirket Para Birimi),
Amount Difference,Tutar Farkı,
Amount Eligible for Commission,Komisyona Uygun Tutar,
Amount In Figure,Miktar (Şekil),
Amount in Account Currency,Hesap Para Birimindeki Tutar,
Amount in party's bank account currency,Tarafın banka hesabındaki tutar para birimi,
Amount in transaction currency,İşlem para birimi cinsinden tutar,
Amounts,Tutarlar,
An Item Group is a way to classify items based on types.,"Ürün Grubu, Ürünleri türlerine göre sınıflandırmanın bir yoludur.",
Annual Expenses,Yıllık Gider,
Annual Income,Yıllık Gelir,
Annual Revenue,Yıllık Gelir,
Applicable Charges,Uygulanabilir Ücretler,
Applicable Dimension,Uygulanabilir Boyut,
Applicable For,Uygulanabilirlik,
Applicable Holiday List,Uygulanabilir Tatil Listesi,
Applicable Modules,Uygulanabilir Modüller,
Applicable On Account,Hesap Üzerinden Uygulanabilir,
Applicable To (Designation),(Göreve) Uygulanabilir,
Applicable To (Employee),(Personele) Uygulanabilir,
Applicable To (Role),(Role) Uygulanabilir,
Applicable To (User),(Kullanıcıya) Uygulanabilir,
Applicable for Countries,Geçerli olduğu Ülkeler,
Applicable for Users,Kullanıcılar için geçerlidir,
