"<br>
<h4>Note</h4>
<ul>
<li>
You can use <a href=""https://jinja.palletsprojects.com/en/2.11.x/"" target=""_blank"">Jinja tags</a> in <b>Subject</b> and <b>Body</b> fields for dynamic values.
</li><li>
    All fields in this doctype are available under the <b>doc</b> object and all fields for the customer to whom the mail will go to is available under the  <b>customer</b> object.
</li></ul>
<h4> Examples</h4>
<!-- {% raw %} -->
<ul>
    <li><b>Subject</b>:<br><br><pre><code>Statement Of Accounts for {{ customer.customer_name }}</code></pre><br></li>
    <li><b>Body</b>: <br><br>
<pre><code>Hello {{ customer.customer_name }},<br>PFA your Statement Of Accounts from {{ doc.from_date }} to {{ doc.to_date }}.</code> </pre></li>
</ul>
<!-- {% endraw %} -->","<br>
<h4>注意事项</h4>
<ul>
<li>
您可以在 ""<b>主题 ""</b>和<b>""正文</b>""字段中使用 ""<a href=""https://jinja.palletsprojects.com/en/2.11.x/"" target=""_blank"">Jinja ""标记</a>来获取动态值。
</li><li>
    该类型中的所有字段均可在<b>doc</b>对象下使用，而邮件将发送给的客户的所有字段均可在<b>客户</b>对象下使用。
</li></ul>
<h4>示例</h4>
<!-- {% raw %} -->
<ul>
    <li><b>主题</b>：<br><br><pre><code> {{ customer.customer_name }}的账目报表 </code></pre><br></li>
    <li><b>正文</b>：<br><br>
<pre><code>您好 {{ customer.customer_name }},<br>PFA 您的会计报表从 {{ doc.from_date }} 转到 {{ doc.to_date }}。</code> </pre></li>
</ul>
<!-- {% endraw %} -->",
"<div class=""columnHeading"">Other Details</div>","<div class=""columnHeading"">其他详细信息</div>",
"<div class=""text-muted text-center"">No Matching Bank Transactions Found</div>","<div class=""text-muted text-center"">未找到匹配的银行交易</div>",
"<div>
<h3> All dimensions in centimeter only </h3>
</div>","<div>
<h3>所有尺寸均以厘米为单位 </h3>
</div>",
"<h3>About Product Bundle</h3>

<p>Aggregate group of <b>Items</b> into another <b>Item</b>. This is useful if you are bundling a certain <b>Items</b> into a package and you maintain stock of the packed <b>Items</b> and not the aggregate <b>Item</b>.</p>
<p>The package <b>Item</b> will have <code>Is Stock Item</code> as <b>No</b> and <code>Is Sales Item</code> as <b>Yes</b>.</p>
<h4>Example:</h4>
<p>If you are selling Laptops and Backpacks separately and have a special price if the customer buys both, then the Laptop + Backpack will be a new Product Bundle Item.</p>","<h3>关于产品捆绑包</h3>

<p>将一组<b>货品</b>汇总到另一个<b>货品</b>中。如果您要将某个<b>项目</b>捆绑到一个包中，而您只保留打包<b>项目</b>的库存，而不保留汇总<b>项目</b>的库存，这将非常有用。</p>
<p>打包<b>项目</b>的<code>Is Stock</code> <b>Item</b> <code>（库存项目）</code>为<b>No</b>，<code>Is Sales Item</code> <code>（销售项目</code>）为<b>Yes</b>。</p>
<h4>举例说明：</h4>
<p>如果您分别销售笔记本电脑和背包，并且如果客户同时购买这两件商品，您可以享受优惠价格，那么笔记本电脑+背包将成为一个新的产品组合项目。</p>",
"<h3>Currency Exchange Settings Help</h3>
<p>There are 3 variables that could be used within the endpoint, result key and in values of the parameter.</p>
<p>Exchange rate between {from_currency} and {to_currency} on {transaction_date} is fetched by the API.</p>
<p>Example: If your endpoint is exchange.com/2021-08-01, then, you will have to input exchange.com/{transaction_date}</p>","<h3>货币兑换设置帮助</h3>
<p>在端点、结果键和参数值中可以使用 3 个变量。</p>
<p>API 将获取 {transaction_date} 上 {from_currency} 和 {to_currency} 之间的汇率。</p>
<p>举例说明：如果您的端点是 exchange.com/2021-08-01，则必须输入 exchange.com/{transaction_date}。 </p>",
"<h4>Body Text and Closing Text Example</h4>

<div>We have noticed that you have not yet paid invoice {{sales_invoice}} for {{frappe.db.get_value(""Currency"", currency, ""symbol"")}} {{outstanding_amount}}. This is a friendly reminder that the invoice was due on {{due_date}}. Please pay the amount due immediately to avoid any further dunning cost.</div>

<h4>How to get fieldnames</h4>

<p>The fieldnames you can use in your template are the fields in the document. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Sales Invoice)</p>

<h4>Templating</h4>

<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>","<h4>正文和结尾文本示例</h4>

<div>我们注意到您尚未支付 {{sales_invoice}} 的发票 {{frappe.db.get_value(""Currency"", currency, ""symbol"")}} {{outstanding_amount}}。特此友情提醒，发票到期日为 {{due_date}}。请立即支付应付金额，以免产生更多扣款费用。</div>

<h4>如何获取字段名</h4>

<p>您可以在模板中使用的字段名是文档中的字段。您可以通过设置 &gt; 自定义表单视图并选择文档类型（如销售发票）来查找任何文档的字段。</p>

<h4>模板</h4>

<p>模板使用 Jinja 模板语言编译。要了解有关 Jinja 的更多信息，请<a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">阅读此文档。</a></p>",
"<h4>Contract Template Example</h4>

<pre>Contract for Customer {{ party_name }}

-Valid From : {{ start_date }} 
-Valid To : {{ end_date }}
</pre>

<h4>How to get fieldnames</h4>

<p>The field names you can use in your Contract Template are the fields in the Contract for which you are creating the template. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Contract)</p>

<h4>Templating</h4>

<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>","<h4>合同模板示例</h4>

<pre>客户合同 {{ party_name }}

-Valid From : {{ start_date }} 
-Valid To : {{ end_date }}
</pre>

<h4>如何获取字段名</h4>

<p>您可以在合同模板中使用的字段名称是您创建模板的合同中的字段。您可以通过设置 &gt; 自定义表单视图并选择文档类型（如合同）来查找任何文档的字段。</p>

<h4>模板制作</h4>

<p>模板使用 Jinja 模板语言编译。要了解有关 Jinja 的更多信息，请<a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">阅读此文档。</a></p>",
"<h4>Standard Terms and Conditions Example</h4>

<pre>Delivery Terms for Order number {{ name }}

-Order Date : {{ transaction_date }} 
-Expected Delivery Date : {{ delivery_date }}
</pre>

<h4>How to get fieldnames</h4>

<p>The fieldnames you can use in your email template are the fields in the document from which you are sending the email. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Sales Invoice)</p>

<h4>Templating</h4>

<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>","<h4>合同模板示例</h4>

<pre>客户合同 {{ party_name }}

-Valid From : {{ start_date }} 
-Valid To : {{ end_date }}
</pre>

<h4>如何获取字段名</h4>

<p>您可以在合同模板中使用的字段名称是您创建模板的合同中的字段。您可以通过设置 &gt; 自定义表单视图并选择文档类型（如合同）来查找任何文档的字段。</p>

<h4>模板制作</h4>

<p>模板使用 Jinja 模板语言编译。要了解有关 Jinja 的更多信息，请<a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">阅读此文档。</a></p>",
"<h5 class=""text-muted uppercase"">Or</h5>","<h5 class=""text-muted uppercase"">或者</h5>",
"<label class=""control-label"" style=""margin-bottom: 0px;"">Account Number Settings</label>","<label class=""control-label"" style=""margin-bottom: 0px;"">账号设置</label>",
"<label class=""control-label"" style=""margin-bottom: 0px;"">Amount In Words</label>","<label class=""control-label"" style=""margin-bottom: 0px;"">大写金额</label>",
"<label class=""control-label"" style=""margin-bottom: 0px;"">Date Settings</label>","<label class=""control-label"" style=""margin-bottom: 0px;"">日期设置</label>",
"<p>In your <b>Email Template</b>, you can use the following special variables:
</p>
<ul>
        <li>
            <code>{{ update_password_link }}</code>: A link where your supplier can set a new password to log into your portal.
        </li>
        <li>
            <code>{{ portal_link }}</code>: A link to this RFQ in your supplier portal.
        </li>
        <li>
            <code>{{ supplier_name }}</code>: The company name of your supplier.
        </li>
        <li>
            <code>{{ contact.salutation }} {{ contact.last_name }}</code>: The contact person of your supplier.
        </li><li>
            <code>{{ user_fullname }}</code>: Your full name.
        </li>
    </ul>
<p></p>
<p>Apart from these, you can access all values in this RFQ, like <code>{{ message_for_supplier }}</code> or <code>{{ terms }}</code>.</p>","<p>在<b>电子邮件模板</b>中，您可以使用以下特殊变量：
</p>
<ul>
        <li>
            <code>{{ update_password_link }}</code>:供应商可以设置新密码登录门户网站的链接。
        </li>
        <li>
            <code>{{ portal_link }}</code>:供应商门户网站中该询价单的链接。
        </li>
        <li>
            <code>{{ supplier_name }}</code>:供应商的公司名称。
        </li>
        <li>
            <code>{{ contact.salutation }} {{ contact.last_name }}</code>:供应商的联系人。
        </li><li>
            <code>{{ user_fullname }}</code>:您的全名。
        </li>
    </ul>
<p></p>
<p>除此之外，您还可以访问此 RFQ 中的所有值，如 <code>{{ message_for_supplier }}</code>或 <code>{{ terms }}</code>.</p>",
"<pre><h5>Message Example</h5>

&lt;p&gt; Thank You for being a part of {{ doc.company }}! We hope you are enjoying the service.&lt;/p&gt;

&lt;p&gt; Please find enclosed the E Bill statement. The outstanding amount is {{ doc.grand_total }}.&lt;/p&gt;

&lt;p&gt; We don't want you to be spending time running around in order to pay for your Bill.<br>After all, life is beautiful and the time you have in hand should be spent to enjoy it!<br>So here are our little ways to help you get more time for life! &lt;/p&gt;

&lt;a href=""{{ payment_url }}""&gt; click here to pay &lt;/a&gt;

</pre>
","<pre><h5>信息示例</h5>

&lt;p&gt; 感谢您成为 {{ doc.company }}的一员！希望您能享受我们的服务。&lt;/p&gt;

&lt;p&gt; 随信附上电子账单。未付金额为 {{ doc.grand_total }}。&lt;/p&gt;

&lt;p&gt; 我们不希望您为了支付账单而花费时间四处奔波。<br>毕竟，生活是美好的，您手中的时间应该用来享受生活！<br>因此，我们有一些小方法来帮助您获得更多的生活时间！ &lt;/p&gt;

&lt;a href=""{{ payment_url }}""&gt; 点击此处付款 &lt;/a&gt;

</pre>",
"<pre><h5>Message Example</h5>

&lt;p&gt;Dear {{ doc.contact_person }},&lt;/p&gt;

&lt;p&gt;Requesting payment for {{ doc.doctype }}, {{ doc.name }} for {{ doc.grand_total }}.&lt;/p&gt;

&lt;a href=""{{ payment_url }}""&gt; click here to pay &lt;/a&gt;

</pre>
","<pre><h5>消息示例</h5>

&lt;p&gt;亲爱的 {{ doc.contact_person }}，&lt;/p&gt;

&lt;p&gt;请求支付 {{ doc.doctype }}、 {{ doc.name }} 和 {{ doc.grand_total }}的费用。&lt;/p&gt;

&lt;a href=""{{ payment_url }}""&gt; 点击此处支付 &lt;/a&gt;

</pre>",
<strong>Grand Total:</strong> {0},<strong>总计：</strong> {0},
<strong>Outstanding Amount:</strong> {0},<strong>未清金额：</strong> {0},
"<table class=""table table-bordered table-condensed"">
<thead>
  <tr>
         <th class=""table-sr"" style=""width: 50%;"">Child Document</th>
         <th class=""table-sr"" style=""width: 50%;"">Non Child Document</th>
   </tr>
</thead>
<tbody>
<tr>
         <td>
                  <p> To access parent document field use parent.fieldname and to access child table document field use doc.fieldname </p>

         </td>
         <td>
                    <p>To access document field use doc.fieldname </p>
         </td>
</tr>
<tr>
        <td>
                   <p><b>Example: </b> parent.doctype == ""Stock Entry"" and doc.item_code == ""Test"" </p>

        </td>
         <td>
                   <p><b>Example: </b> doc.doctype == ""Stock Entry"" and doc.purpose == ""Manufacture""</p>    
          </td>
</tr>

</tbody>
</table>






","<table class=""table table-bordered table-condensed"">
<thead>
  <tr>
         <th class=""table-sr"" style=""width: 50%;"">子文档</th>
         <th class=""table-sr"" style=""width: 50%;"">非子文档</th>
   </tr>
</thead>
<tbody>
<tr>
         <td>
                  <p> 要访问父文档字段，请使用 parent.字段名；要访问子表文档字段，请使用doc.字段名 </p>

         </td>
         <td>
                    <p>要访问文档字段，请使用 doc.字段名 </p>
         </td>
</tr>
<tr>
        <td>
                   <p><b>示例： </b> parent.doctype == ""入库单"" 和 doc.item_code == ""测试物料"" </p>

        </td>
         <td>
                   <p><b>示例： </b> doc.doctype == “入库单” 和 doc.purpose == “生产用途”</p>    
          </td>
</tr>

</tbody>
</table>",
A Customer Group exists with same name please change the Customer name or rename the Customer Group,客戶群組存在相同名稱，請更改客戶名稱或重新命名客戶群組,
A Holiday List can be added to exclude counting these days for the Workstation.,可添加假日清单以排除工作站的特定日期计算,
A Lead requires either a person's name or an organization's name,领导者需要一个人的姓名或组织的名称,
A Packing Slip can only be created for Draft Delivery Note.,装箱单仅可为草稿状态的交货单创建,
"A Price List is a collection of Item Prices either Selling, Buying, or both",价格清单是物料销售价、采购价或两者的集合,
"A Product or a Service that is bought, sold or kept in stock.",產品或服務已購買，出售或持有的庫存。,
A Reconciliation Job {0} is running for the same filters. Cannot reconcile now,对账任务{0}正在使用相同筛选条件运行，当前无法对账,
A Transaction Deletion Document: {0} is triggered for {0},已触发交易删除凭证：{0}（针对{0}）,
A condition for a Shipping Rule,為運輸規則的條件,
A customer must have primary contact email.,客户必须设置主联系邮箱,
A driver must be set to submit.,必须设置驾驶员才能提交,
A logical Warehouse against which stock entries are made.,對這些庫存分錄帳進行的邏輯倉庫。,
A new appointment has been created for you with {0},已为您创建一个{0}的新约会,
A template with tax category {0} already exists. Only one template is allowed with each tax category,税种{0}的模板已存在，每个税种仅允许一个模板,
A third party distributor / dealer / commission agent / affiliate / reseller who sells the companies products for a commission.,第三方分銷商/經銷商/代理商/分支機構/分銷商誰銷售公司產品的佣金。,
A+,A +,
A-,一個-,
A4,A4,
AB+,AB +,
AB-,AB-,
ACC-AML-.YYYY.-,ACC-AML-.YYYY.-,
ACC-ASR-.YYYY.-,ACC-ASR-.YYYY.-,
ACC-ASS-.YYYY.-,ACC-ASS-.YYYY.-,
ACC-BTN-.YYYY.-,ACC-BTN-.YYYY.-,
ACC-JV-.YYYY.-,ACC-JV-.YYYY.-,
ACC-PAY-.YYYY.-,ACC-PAY-.YYYY.-,
ACC-PINV-.YYYY.-,ACC-PINV-.YYYY.-,
ACC-PINV-RET-.YYYY.-,ACC-PINV-RET-.YYYY.-,
ACC-PRQ-.YYYY.-,ACC-PRQ-.YYYY.-,
ACC-PSINV-.YYYY.-,ACC-PSINV-.YYYY.-,
ACC-SH-.YYYY.-,ACC-SH-.YYYY.-,
ACC-SINV-.YYYY.-,ACC-SINV-.YYYY.-,
ACC-SINV-RET-.YYYY.-,ACC-SINV-RET-.YYYY.-,
AMC Expiry Date,AMC到期時間,
API,API,
API Details,接口详情,
API Endpoint,API 端点,
API Key,API 密钥,
AWB Number,空运提单号,
Abbr,縮寫,
Abbreviation,縮寫,
Abbreviation already used for another company,另一家公司已使用此縮寫,
Abbreviation is mandatory,縮寫是強制性的,
Abbreviation: {0} must appear only once,简称{0}必须唯一,
About,关于,
About {0} minute remaining,剩余约 {0} 分钟,
About {0} minutes remaining,剩余约 {0} 分钟,
About {0} seconds remaining,剩余约 {0} 秒,
Academics User,學術界用戶,
Acceptance Criteria Formula,验收条件公式,
Acceptance Criteria Value,验收条件值,
Accepted,接受的,
Accepted Qty,接受数量,
Accepted Qty in Stock UOM,已验收数量（库存单位）,
Accepted Quantity,允收數量,
Accepted Warehouse,收料倉庫,
Access Key,访问密钥,
Access Key is required for Service Provider: {0},服务商{0}必须提供访问密钥,
"According to the BOM {0}, the Item '{1}' is missing in the stock entry.",根据物料清单{0}，库存交易缺少物料'{1}',
Account,帳戶,
Account Balance,帳戶餘額,
Account Closing Balance,账户期末余额,
Account Currency,科目幣種,
Account Currency (From),账户货币（源）,
Account Currency (To),账户货币（目标）,
Account Details,帳戶細節,
Account Head,帳戶頭,
Account Manager,客户经理,
Account Missing,帐户遗失,
Account Name,帳戶名稱,
Account Not Found,找不到帐户,
Account Number,帳號,
Account Number {0} already used in account {1},已在科目{1}中使用的帳號{0},
Account Opening Balance,账户期初余额,
Account Paid From,帳戶支付從,
Account Paid To,科目付至,
Account Pay Only,科目只需支付,
Account Subtype,帐户子类型,
Account Type,科目類型,
Account Value,账户价值,
"Account balance already in Credit, you are not allowed to set 'Balance Must Be' as 'Debit'",科目餘額已歸為貸方，不允許設為借方,
"Account balance already in Debit, you are not allowed to set 'Balance Must Be' as 'Credit'",科目餘額已歸為借方科目，不允許設為貸方,
Account for Change Amount,帳戶漲跌額,
Account is mandatory to get payment entries,必须输入帐户才能获得付款条目,
Account is not set for the dashboard chart {0},没有为仪表板图表{0}设置帐户,
Account not Found,未找到科目,
Account with child nodes cannot be converted to ledger,有子節點的帳不能轉換到總帳,
Account with child nodes cannot be set as ledger,科目與子節點不能被設置為分類帳,
Account with existing transaction can not be converted to group.,科目與現有的交易不能被轉換到群組。,
Account with existing transaction can not be deleted,科目與現有的交易不能被刪除,
Account with existing transaction cannot be converted to ledger,帳戶與現有的交易不能被轉換為總賬,
Account {0} added multiple times,科目{0}被重复添加,
Account {0} does not belong to company: {1},科目{0}不屬於公司：{1},
Account {0} does not belongs to company {1},科目{0}不屬於公司{1},
Account {0} does not exist,科目{0}不存在,
Account {0} does not exists,科目{0}不存在,
Account {0} does not exists in the dashboard chart {1},帐户{0}在仪表板图表{1}中不存在,
Account {0} does not match with Company {1} in Mode of Account: {2},帳戶{0}與帳戶模式{2}中的公司{1}不符,
Account {0} exists in parent company {1}.,帐户{0}在母公司{1}中。,
Account {0} has been entered multiple times,帳戶{0}已多次輸入,
Account {0} is added in the child company {1},子公司{1}中添加了帐户{0},
Account {0} is frozen,帳戶{0}被凍結,
Account {0} is invalid. Account Currency must be {1},科目{0}是無效的。科目貨幣必須是{1},
Account {0}: Parent account {1} can not be a ledger,科目{0}：上層科目{1}不能是總帳,
Account {0}: Parent account {1} does not belong to company: {2},科目{0}：上層科目{1}不屬於公司：{2},
Account {0}: Parent account {1} does not exist,科目{0}：上層科目{1}不存在,
Account {0}: You can not assign itself as parent account,科目{0}：你不能指定自己為上層科目,
Account: <b>{0}</b> is capital Work in progress and can not be updated by Journal Entry,帐户： <b>{0}</b>是资金正在进行中，日记帐分录无法更新,
Account: {0} can only be updated via Stock Transactions,帳號：{0}只能通過庫存的交易進行更新,
Account: {0} is not permitted under Payment Entry,帐户：付款条目下不允许{0},
Account: {0} with currency: {1} can not be selected,帳號：{0}幣種：{1}不能選擇,
Accounting,會計,
Accounting Details,會計細節,
Accounting Dimension,会计维度,
Accounting Dimension <b>{0}</b> is required for 'Balance Sheet' account {1}.,“资产负债表”帐户{1}需要会计维度<b>{0</b> }。,
Accounting Dimension <b>{0}</b> is required for 'Profit and Loss' account {1}.,“损益”帐户{1}需要会计维度<b>{0</b> }。,
Accounting Dimension Detail,会计维度明细,
Accounting Dimension Filter,核算维度筛选器,
Accounting Dimensions,会计维度,
Accounting Dimensions ,会计维度,
Accounting Dimensions Filter,核算维度筛选,
Accounting Entries,會計分錄,
Accounting Entry for Asset,資產會計分錄,
Accounting Entry for Service,服务会计分录,
Accounting Entry for Stock,存貨的會計分錄,
Accounting Entry for {0},{0}会计凭证,
Accounting Entry for {0}: {1} can only be made in currency: {2},會計分錄為{0}：{1}只能在貨幣做：{2},
Accounting Ledger,會計總帳,
Accounting Period,會計期間,
Accounting Period overlaps with {0},会计期间与{0}重叠,
Accounting entries are frozen up to this date. Nobody can create or modify entries except users with the role specified below,截止到此日期，会计条目被冻结。除具有以下指定角色的用户外，任何人都无法创建或修改条目,
Accounts,會計,
Accounts Closing,账务结账,
Accounts Frozen Till Date,帐户冻结日期,
Accounts Manager,账户经理,
Accounts Missing Error,科目缺失错误,
Accounts Payable,應付帳款,
Accounts Payable Summary,應付帳款摘要,
Accounts Receivable,應收帳款,
Accounts Receivable Credit Account,应收帐款信用帐户,
Accounts Receivable Discounted Account,应收帐款折扣帐户,
Accounts Receivable Summary,應收帳款匯總,
Accounts Receivable Unpaid Account,应收帐款未付帐户,
Accounts Receivable/Payable,应收/应付账款,
Accounts Settings,會計設定,
Accounts User,账户用户,
Accounts table cannot be blank.,賬表不能為空。,
Accounts to Merge,待合并账户,
Accumulated Depreciation,累計折舊,
Accumulated Depreciation Account,累計折舊科目,
Accumulated Depreciation Amount,累計折舊額,
Accumulated Depreciation as on,作為累計折舊,
Accumulated Monthly,每月累計,
Accumulated Values,累積值,
Accumulated Values in Group Company,集團公司累計價值,
Achieved ({}),达到（{}）,
Acquisition Date,採集日期,
Action,操作,
Action If Quality Inspection Is Not Submitted,未提交质量检验的措施,
Action If Quality Inspection Is Rejected,质检驳回时的处理方式,
Action If Same Rate is Not Maintained,未保持相同费率的处理方式,
Action Initialised,行动初始化,
Action if Accumulated Monthly Budget Exceeded on Actual,累計每月預算超出實際的行動,
Action if Accumulated Monthly Budget Exceeded on MR,如果累計每月預算超過MR，則採取行動,
Action if Accumulated Monthly Budget Exceeded on PO,採購訂單上累計每月預算超出時的操作,
Action if Annual Budget Exceeded on Actual,年度預算超出實際的行動,
Action if Annual Budget Exceeded on MR,年度預算超出MR的行動,
Action if Annual Budget Exceeded on PO,年度預算超出採購訂單時採取的行動,
Action if Same Rate is Not Maintained Throughout Sales Cycle,销售周期内未保持相同费率的处理方式,
Actions,操作,
Actions performed,已執行的操作,
Active,活动,
Active Leads,主动线索,
Active Status,启用状态,
Activities,活動,
Activity,活动,
Activity Cost,項目成本,
Activity Cost exists for Employee {0} against Activity Type - {1},存在活動費用為員工{0}對活動類型 -  {1},
Activity Cost per Employee,每個員工活動費用,
Activity Type,活動類型,
Actual,實際,
Actual Balance Qty,实际结存数量,
Actual Batch Quantity,实际批次数量,
Actual Cost,实际成本,
Actual Date,實際日期,
Actual Delivery Date,实际交货日期,
Actual End Date,實際結束日期,
Actual End Date (via Timesheet),實際結束日期（通過時間表）,
Actual End Time,實際結束時間,
Actual Expense,实际费用,
Actual Operating Cost,實際運行成本,
Actual Operation Time,實際操作時間,
Actual Posting,实际过账,
Actual Qty,實際數量,
Actual Qty (at source/target),實際的數量（於 來源/目標）,
Actual Qty in Warehouse,仓库实际数量,
Actual Qty is mandatory,實際數量是強制性,
Actual Qty {0} / Waiting Qty {1},實際數量{0} /等待數量{1},
Actual Qty: Quantity available in the warehouse.,实际数量:仓库可用量。,
Actual Quantity,實際數量,
Actual Start Date,實際開始日期,
Actual Start Date (via Timesheet),實際開始日期（通過時間表）,
Actual Start Time,實際開始時間,
Actual Time,实际时间,
Actual Time and Cost,實際時間和成本,
Actual Time in Hours (via Timesheet),實際時間（小時）,
Actual qty in stock,實際庫存數量,
Actual type tax cannot be included in Item rate in row {0},實際類型稅不能被包含在商品率排{0},
Add,添加,
Add / Edit Prices,新增 / 編輯價格,
Add Child,添加子项,
Add Columns in Transaction Currency,添加交易货币列,
Add Comment,添加評論,
Add Corrective Operation Cost in Finished Good Valuation,在产成品估价中添加纠正作业成本,
Add Customers,添加客戶,
Add Discount,添加折扣,
Add Employees,添加員工,
Add Item,新增項目,
Add Items,添加項目,
Add Items in the Purpose Table,在用途表中添加物料,
Add Lead to Prospect,将线索转为潜在客户,
Add Leads,添加潛在客戶,
Add Local Holidays,添加当地假日,
Add Manually,手动添加,
Add Multiple,添加多个,
Add Multiple Tasks,添加多個任務,
Add Or Deduct,添加或扣减,
Add Order Discount,添加订单折扣,
Add Participants,添加参与者,
Add Quote,添加報價,
Add Sales Partners,添加銷售合作夥伴,
Add Serial / Batch Bundle,添加序列/批次组合,
Add Serial / Batch No,添加序列/批次号,
Add Serial / Batch No (Rejected Qty),添加序列/批次号（拒收数量）,
Add Stock,添加库存,
Add Sub Assembly,添加子装配件,
Add Suppliers,添加供應商,
Add Template,添加模板,
Add Timesheets,添加時間表,
Add Weekly Holidays,添加每週假期,
Add a Note,添加备注,
Add details,添加明细,
Add items in the Item Locations table,在“项目位置”表中添加项目,
Add or Deduct,添加或扣除,
Add the rest of your organization as your users. You can also add invite Customers to your portal by adding them from Contacts,添加您的組織的其餘部分用戶。您還可以添加邀請客戶到您的門戶網站通過從聯繫人中添加它們,
Add to Holidays,加入假期,
Add to Prospect,转为潜在客户,
Add to Transit,添加到公交,
Add {0},添加 {0},
